,teamIDfg,Season,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
0,23,1978,MIL,28,1632,5536,6227,1530,1054,265,38,173,804,762,520,38,805,32,50,89,95,95,53,0.276,,,,,,,,,,,0.084,0.129,0.65,0.339,0.432,0.771,0.155,0.294,,,,,,,,,0.347,134.3,809,121.5,22.0,177.7,-18.9,321.5,34.7,,4.7,117,7.48,-98.14,105.62,94.88,9.45,0.92,1.85,73,10.1,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,-0.6,,21 - 35,121.0,19.7,,,,,,,,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,98,109,104,112,126,105,,,,,,,,,,,,,,,,,,0,,,,,,34.7
1,3,1978,BOS,29,1600,5587,6316,1493,1005,270,46,172,796,738,582,43,835,24,58,65,135,74,51,0.267,,,,,,,,,,,0.092,0.132,0.7,0.336,0.424,0.76,0.157,0.285,,,,,,,,,0.342,113.5,798,40.4,11.0,180.2,-20.8,226.8,24.5,,4.3,106,10.36,-111.32,121.68,74.79,7.12,1.03,2.03,34,6.83,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,-4.0,,24 - 38,36.4,20.0,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,109,112,103,110,127,102,,,,,,,,,,,,,,,,,,0,,,,,,24.5
2,22,1978,LAD,29,2045,5437,6225,1435,1008,251,27,149,727,686,610,76,818,20,47,111,101,137,52,0.264,,,,,,,,,,,0.098,0.131,0.75,0.338,0.402,0.74,0.138,0.285,,,,,,,,,0.333,62.8,737,56.2,6.0,177.6,38.1,308.4,33.4,,4.7,108,11.01,-104.12,115.13,98.57,10.9,1.02,1.72,190,9.42,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,8.2,,20 - 41,64.4,22.2,,,,,,,,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,109,106,102,104,112,100,,,,,,,,,,,,,,,,,,0,,,,,,33.4
3,6,1978,DET,26,1672,5601,6299,1520,1139,218,34,129,714,666,563,32,695,31,47,57,145,90,38,0.271,,,,,,,,,,,0.08900000000000001,0.11,0.81,0.339,0.392,0.73,0.12,0.288,,,,,,,,,0.332,66.9,750,23.6,18.0,179.7,-18.6,226.9,24.5,,4.2,103,1.3,-112.01,113.31,11.65,1.28,1.03,1.75,115,2.06,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,4.2,,20 - 35,27.8,20.0,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,105,93,104,102,97,103,,,,,,,,,,,,,,,,,,0,,,,,,24.5
4,18,1978,CIN,28,2245,5392,6194,1378,940,270,32,136,710,669,636,72,899,26,54,84,112,137,58,0.256,,,,,,,,,,,0.10300000000000001,0.145,0.71,0.334,0.393,0.727,0.138,0.282,,,,,,,,,0.328,41.7,713,18.0,-30.0,176.7,33.7,226.4,24.8,,4.7,103,6.19,-109.53,115.72,36.05,3.68,1.04,1.74,264,5.15,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,5.9,,21 - 37,23.9,22.1,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,115,118,101,102,112,99,,,,,,,,,,,,,,,,,,0,,,,,,24.8
5,7,1978,KCR,27,1838,5474,6129,1469,1007,305,59,98,743,695,498,44,644,30,72,55,95,216,84,0.268,,,,,,,,,,,0.081,0.105,0.77,0.329,0.399,0.728,0.131,0.285,,,,,,,,,0.327,44.1,708,19.2,53.0,174.9,-18.8,259.4,27.7,,5.9,103,5.86,-104.97,110.82,61.8,6.43,1.0,1.73,164,5.82,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,11.8,,20 - 33,30.9,19.4,,,,,,,,0.20199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,96,89,101,104,106,102,,,,,,,,,,,,,,,,,,0,,,,,,27.7
6,2,1978,BAL,28,1895,5422,6081,1397,976,248,19,154,659,612,552,34,864,22,42,41,136,75,61,0.258,,,,,,,,,,,0.091,0.142,0.64,0.326,0.396,0.722,0.138,0.28,,,,,,,,,0.327,43.8,703,55.3,36.0,173.5,-18.3,258.2,27.7,,3.5,108,5.52,-105.78,111.3,41.41,5.06,1.02,2.17,153,7.44,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,-7.7,,22 - 37,47.6,19.3,,,,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,107,120,100,103,112,100,,,,,,,,,,,,,,,,,,0,,,,,,27.7
7,8,1978,MIN,27,1812,5522,6326,1472,1084,259,47,82,666,621,604,43,684,33,55,109,139,99,56,0.267,,,,,,,,,,,0.095,0.10800000000000001,0.88,0.339,0.375,0.714,0.108,0.289,,,,,,,,,0.325,36.5,722,-1.4,10.0,180.5,-25.5,182.8,19.8,,4.4,100,-3.27,-113.49,110.23,3.32,0.72,1.06,1.69,183,4.24,-7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5,-0.9,,22 - 33,-2.3,20.0,,,,,,,,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,113,91,104,97,88,103,,,,,,,,,,,,,,,,,,0,,,,,,19.8
8,9,1978,NYY,28,1775,5583,6220,1489,1098,228,38,125,735,693,505,45,695,42,52,37,126,98,42,0.267,,,,,,,,,,,0.081,0.11199999999999999,0.73,0.329,0.388,0.718,0.122,0.283,,,,,,,,,0.325,32.7,707,29.9,48.0,177.5,-19.8,259.5,27.8,,4.8,104,11.95,-97.08,109.03,81.32,8.92,0.96,1.55,92,5.83,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,4.2,,22 - 34,34.1,19.7,,,,,,,,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,96,95,101,101,98,101,,,,,,,,,,,,,,,,,,0,,,,,,27.8
9,13,1978,TEX,28,1764,5347,6141,1353,969,216,36,132,692,650,624,45,779,32,55,83,115,196,91,0.253,,,,,,,,,,,0.102,0.127,0.8,0.332,0.381,0.713,0.128,0.272,,,,,,,,,0.324,26.9,693,5.1,18.0,175.2,-20.3,202.6,21.8,,5.2,101,1.38,-110.83,112.21,35.77,3.96,1.05,1.68,84,1.3,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,5.1,,20 - 36,10.3,19.5,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,120,107,102,99,104,97,,,,,,,,,,,,,,,,,,0,,,,,,21.8
