,teamIDfg,Season,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
0,18,1970,CIN,26,2071,5540,6222,1498,1009,253,45,191,775,726,547,70,984,29,48,58,119,115,52,0.27,,,,,,,,,,,0.08800000000000001,0.158,0.56,0.336,0.436,0.772,0.165,0.296,,,,,,,,,0.342,107.5,811,63.3,30.0,181.2,36.8,344.5,36.0,,4.8,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,4.2,,19 - 33,67.5,29.0,,,,,,,,0.27699999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,92,115,99,107,117,102,,,,,,,,,,,,,,,,,,0,,,,,,36.0
1,3,1970,BOS,27,1973,5535,6250,1450,967,252,28,203,786,743,594,47,855,40,47,34,137,50,48,0.262,,,,,,,,,,,0.095,0.13699999999999998,0.69,0.335,0.428,0.763,0.166,0.276,,,,,,,,,0.34,100.7,807,28.2,13.0,182.0,39.4,263.8,27.6,,3.6,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,-7.1,,20 - 35,21.1,8.2,,,,,,,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,99,103,101,109,122,99,,,,,,,,,,,,,,,,,,0,,,,,,27.6
2,30,1970,SFG,27,2093,5578,6469,1460,1003,257,35,165,831,773,729,95,1005,56,40,66,143,83,27,0.262,,,,,,,,,,,0.113,0.155,0.73,0.351,0.409,0.76,0.147,0.291,,,,,,,,,0.34,101.1,832,35.7,-92.0,188.4,39.3,209.5,22.4,,4.4,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.7,8.0,,20 - 40,43.8,30.1,,,,,,,,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,118,113,103,100,105,100,,,,,,,,,,,,,,,,,,0,,,,,,22.4
3,2,1970,BAL,28,1986,5545,6416,1424,1007,213,25,179,792,748,717,64,952,44,46,64,110,84,39,0.257,,,,,,,,,,,0.11199999999999999,0.14800000000000002,0.75,0.344,0.401,0.745,0.144,0.279,,,,,,,,,0.335,76.7,802,52.8,61.0,186.9,41.8,354.3,36.9,,4.0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,3.5,,21 - 39,56.2,8.5,,,,,,,,0.28800000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,117,112,104,102,106,101,,,,,,,,,,,,,,,,,,0,,,,,,36.9
4,17,1970,CHC,28,1954,5491,6229,1424,973,228,44,179,806,761,607,65,844,20,36,75,110,39,16,0.259,,,,,,,,,,,0.09699999999999999,0.135,0.72,0.333,0.415,0.748,0.155,0.276,,,,,,,,,0.333,65.5,770,-80.9,-10.0,181.4,40.1,163.0,17.1,,4.2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,3.4,,21 - 39,-77.5,29.0,,,,,,,,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,102,98,98,102,110,95,,,,,,,,,,,,,,,,,,0,,,,,,17.1
5,16,1970,ATL,28,1981,5546,6202,1495,1096,215,24,160,736,692,522,72,736,38,42,54,140,58,34,0.27,,,,,,,,,,,0.084,0.11900000000000001,0.71,0.334,0.404,0.738,0.134,0.285,,,,,,,,,0.329,46.0,747,-47.7,-13.0,180.6,39.7,188.6,19.8,,3.6,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,0.1,,19 - 47,-47.6,28.9,,,,,,,,0.22899999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,88,86,98,99,95,98,,,,,,,,,,,,,,,,,,0,,,,,,19.8
6,8,1970,MIN,27,2200,5483,6143,1438,1014,230,41,153,744,694,501,65,905,42,38,79,132,57,52,0.262,,,,,,,,,,,0.08199999999999999,0.147,0.55,0.327,0.403,0.73,0.141,0.288,,,,,,,,,0.325,27.1,722,-22.6,52.0,178.9,37.6,246.6,25.6,,4.1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,-7.4,,19 - 36,-29.9,8.1,,,,,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,85,111,98,102,104,104,,,,,,,,,,,,,,,,,,0,,,,,,25.6
7,27,1970,PIT,28,2054,5637,6231,1522,1087,235,70,130,729,676,444,82,871,44,53,53,117,66,34,0.27,,,,,,,,,,,0.071,0.14,0.51,0.325,0.406,0.731,0.136,0.297,,,,,,,,,0.323,18.6,723,-40.6,32.0,181.5,36.9,240.4,25.0,,4.9,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,1.6,,19 - 36,-39.0,29.0,,,,,,,,0.23199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,74,102,96,99,96,102,,,,,,,,,,,,,,,,,,0,,,,,,25.0
8,21,1970,HOU,26,2077,5574,6305,1446,1020,250,47,129,744,694,598,81,911,27,43,63,144,114,41,0.259,,,,,,,,,,,0.095,0.14400000000000002,0.66,0.332,0.391,0.722,0.131,0.288,,,,,,,,,0.323,13.7,727,-47.6,-61.0,183.6,36.9,149.8,16.0,,4.9,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.1,8.5,,19 - 34,-39.1,29.3,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,99,105,98,96,93,99,,,,,,,,,,,,,,,,,,0,,,,,,16.0
9,10,1970,OAK,28,2186,5376,6105,1338,935,208,24,171,678,630,584,55,977,36,36,73,121,131,68,0.249,,,,,,,,,,,0.096,0.16,0.6,0.325,0.392,0.717,0.143,0.274,,,,,,,,,0.322,10.5,701,5.2,41.0,177.8,34.7,267.8,27.9,,4.2,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,1.1,,20 - 36,6.3,8.1,,,,,,,,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,100,120,98,100,105,99,,,,,,,,,,,,,,,,,,0,,,,,,27.9
