,teamIDfg,Season,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
0,6,1990,DET,29,1816,5479,6224,1418,973,241,32,172,750,714,634,44,952,34,41,36,139,82,57,0.259,,,,,,,,,,,0.102,0.153,0.67,0.337,0.409,0.746,0.15,0.283,,,,,,,,,0.335,78.8,775,64.3,-11.0,181.0,-26.9,211.7,22.5,,4.0,109,-2.03,-110.0,107.98,20.48,2.18,0.99,1.74,170,5.01,-7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.9,-8.6,,21 - 37,55.7,12.9,,,,,,,,0.28300000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,115,104,103,105,117,99,,,,,,,,,,,,,,,,,,0,,,,,,22.5
1,14,1990,TOR,27,1679,5589,6223,1479,999,263,50,167,767,729,526,35,970,28,62,18,125,111,52,0.265,,,,,,,,,,,0.085,0.156,0.54,0.328,0.419,0.747,0.155,0.291,,,,,,,,,0.333,70.2,766,50.2,29.0,180.9,-20.6,251.7,26.5,,5.1,107,1.95,-110.07,112.03,58.73,5.93,1.01,1.79,92,5.23,-3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,-0.7,,21 - 34,49.5,12.9,,,,,,,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,96,106,100,108,120,101,,,,,,,,,,,,,,,,,,0,,,,,,26.5
2,3,1990,BOS,29,1694,5516,6234,1502,1067,298,31,106,699,660,598,59,795,28,44,48,174,53,52,0.272,,,,,,,,,,,0.096,0.128,0.75,0.344,0.395,0.739,0.123,0.3,,,,,,,,,0.332,64.0,761,15.2,-36.0,181.3,-19.0,141.8,15.2,,3.5,102,-0.76,-115.04,114.28,-2.19,-0.47,1.07,1.64,94,1.42,-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.0,-12.5,,21 - 40,2.7,12.9,,,,,,,,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,109,87,105,102,96,104,,,,,,,,,,,,,,,,,,0,,,,,,15.2
3,10,1990,OAK,29,1891,5433,6240,1379,984,209,22,164,733,693,651,38,992,46,48,60,122,141,54,0.254,,,,,,,,,,,0.10400000000000001,0.159,0.66,0.336,0.391,0.727,0.137,0.281,,,,,,,,,0.329,47.6,745,66.3,107.0,181.4,-22.0,349.9,36.4,,4.5,109,10.11,-96.8,106.9,100.2,11.44,0.93,1.24,142,14.86,-4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,4.3,,22 - 37,70.6,12.9,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,118,108,103,101,107,98,,,,,,,,,,,,,,,,,,0,,,,,,36.4
4,27,1990,PIT,28,2217,5388,6161,1395,927,288,42,138,733,693,582,64,914,24,66,96,115,137,52,0.259,,,,,,,,,,,0.094,0.14800000000000002,0.64,0.33,0.405,0.735,0.146,0.286,,,,,,,,,0.328,37.6,726,28.3,16.0,179.1,39.8,300.2,31.7,,5.1,104,7.49,-99.43,106.92,71.14,7.48,0.97,1.28,258,6.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8,4.6,,22 - 41,32.9,32.3,,,,,,,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,108,106,100,102,110,98,,,,,,,,,,,,,,,,,,0,,,,,,31.7
5,25,1990,NYM,27,2107,5504,6182,1410,939,278,21,172,775,734,536,65,851,32,56,54,89,110,33,0.256,,,,,,,,,,,0.087,0.138,0.63,0.323,0.408,0.731,0.152,0.273,,,,,,,,,0.325,27.9,719,23.3,-35.0,179.8,39.9,247.0,26.4,,4.6,103,5.09,-105.61,110.7,102.13,10.31,1.0,1.63,276,5.87,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.7,,21 - 34,30.0,32.4,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,99,98,98,103,114,94,,,,,,,,,,,,,,,,,,0,,,,,,26.4
6,7,1990,KCR,29,1754,5488,6099,1465,1005,316,44,100,707,660,498,32,879,27,54,31,132,107,62,0.267,,,,,,,,,,,0.08199999999999999,0.14400000000000002,0.57,0.328,0.395,0.723,0.128,0.299,,,,,,,,,0.325,27.5,709,15.7,-57.0,177.3,-18.9,124.3,13.5,,4.7,102,-2.25,-105.49,103.23,8.28,0.66,0.98,1.74,99,1.33,-3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.9,-5.4,,22 - 42,10.3,12.6,,,,,,,,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,92,98,100,102,100,104,,,,,,,,,,,,,,,,,,0,,,,,,13.5
7,1,1990,CAL,29,1689,5570,6267,1448,1037,237,27,147,690,646,566,41,1000,28,45,58,142,69,43,0.26,,,,,,,,,,,0.09,0.16,0.57,0.329,0.391,0.72,0.131,0.291,,,,,,,,,0.324,26.1,727,25.1,-45.0,182.2,-18.1,151.5,16.3,,3.8,104,-3.68,-112.54,108.86,-11.8,-1.13,1.03,1.8,107,0.51,-4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.1,-5.7,,22 - 39,19.4,13.0,,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,102,109,100,101,102,101,,,,,,,,,,,,,,,,,,0,,,,,,16.3
8,18,1990,CIN,28,2145,5525,6163,1466,1017,284,40,125,693,644,466,73,913,42,42,88,99,166,66,0.265,,,,,,,,,,,0.076,0.14800000000000002,0.51,0.325,0.399,0.724,0.134,0.296,,,,,,,,,0.322,9.4,698,-42.6,-21.0,179.2,37.9,190.8,20.3,,5.2,94,2.91,-105.24,108.15,29.22,3.34,1.0,1.24,237,4.37,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,4.9,,22 - 40,-37.7,32.3,,,,,,,,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,86,105,98,101,101,102,,,,,,,,,,,,,,,,,,0,,,,,,20.3
9,30,1990,SFG,29,2269,5573,6216,1459,1051,221,35,152,719,681,488,61,973,33,45,76,83,109,56,0.262,,,,,,,,,,,0.079,0.157,0.5,0.323,0.396,0.718,0.134,0.291,,,,,,,,,0.321,5.3,700,-0.6,-29.0,180.7,37.8,218.8,23.4,,4.5,100,2.13,-106.51,108.64,38.33,3.61,0.99,1.37,303,3.81,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,-2.7,,22 - 41,-3.3,32.6,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,90,111,98,100,101,100,,,,,,,,,,,,,,,,,,0,,,,,,23.4
