,teamIDfg,Season,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
0,18,1957,CIN,27,2095,5389,6104,1452,981,251,33,187,747,713,546,49,752,37,48,84,108,51,36,0.269,,,,,,,,,,,0.08900000000000001,0.12300000000000001,0.73,0.338,0.432,0.77,0.163,0.281,,,,,,,,,0.341,102.8,783,8.2,10.0,174.7,25.5,222.1,23.5,,3.7,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,0.3,,17 - 40,8.5,3.3,,,,,,,,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,107,106,102,104,111,100,,,,,,,,,,,,,,,,,,0,,,,,,23.5
1,16,1957,MIL,28,1880,5458,6050,1469,987,221,62,199,772,722,461,66,729,30,37,64,107,35,16,0.269,,,,,,,,,,,0.076,0.12,0.63,0.327,0.442,0.769,0.173,0.278,,,,,,,,,0.337,87.5,762,81.4,36.0,173.2,34.6,333.2,35.1,,4.5,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,4.7,,18 - 36,86.1,3.3,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,91,104,99,106,117,99,,,,,,,,,,,,,,,,,,0,,,,,,35.1
2,3,1957,BOS,28,1878,5267,5993,1380,964,231,32,153,721,695,622,55,736,25,38,41,154,29,21,0.262,,,,,,,,,,,0.10400000000000001,0.12300000000000001,0.85,0.341,0.405,0.746,0.143,0.278,,,,,,,,,0.332,66.7,735,-26.1,23.0,171.6,34.7,213.8,22.5,,3.4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,1.9,,22 - 39,-24.2,8.8,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111,111,102,102,107,100,,,,,,,,,,,,,,,,,,0,,,,,,22.5
3,9,1957,NYY,28,1882,5271,5992,1412,1013,200,54,145,723,680,561,66,707,24,43,93,128,49,38,0.268,,,,,,,,,,,0.094,0.11800000000000001,0.79,0.339,0.409,0.747,0.141,0.284,,,,,,,,,0.331,58.3,726,49.8,47.0,171.5,37.1,313.5,33.0,,4.2,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1,-0.8,,21 - 41,49.0,8.8,,,,,,,,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,100,106,101,103,105,103,,,,,,,,,,,,,,,,,,0,,,,,,33.0
4,4,1957,CHW,30,1925,5265,6082,1369,1014,208,41,106,707,670,632,33,744,68,42,75,121,109,51,0.26,,,,,,,,,,,0.10400000000000001,0.122,0.85,0.344,0.375,0.72,0.115,0.283,,,,,,,,,0.326,29.5,708,5.0,59.0,174.1,36.2,289.8,30.4,,4.7,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,6.5,,17 - 37,11.5,9.0,,,,,,,,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,111,110,103,95,86,102,,,,,,,,,,,,,,,,,,0,,,,,,30.4
5,28,1957,STL,28,1983,5472,6082,1497,1087,235,43,132,737,685,493,75,672,18,54,45,118,58,44,0.274,,,,,,,,,,,0.081,0.11,0.73,0.333,0.405,0.737,0.131,0.289,,,,,,,,,0.325,32.0,710,-43.2,28.0,174.1,33.0,193.8,20.4,,4.1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,-1.4,,18 - 42,-44.6,3.3,,,,,,,,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,97,95,100,97,89,103,,,,,,,,,,,,,,,,,,0,,,,,,20.4
6,5,1957,CLE,29,1984,5171,5917,1304,939,199,26,140,682,649,589,34,783,26,53,78,109,40,47,0.252,,,,,,,,,,,0.1,0.132,0.75,0.329,0.382,0.711,0.13,0.271,,,,,,,,,0.319,-0.3,660,-29.3,-45.0,169.4,33.5,131.1,14.2,,3.4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5,-6.2,,20 - 37,-35.5,8.7,,,,,,,,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,106,119,98,96,97,98,,,,,,,,,,,,,,,,,,0,,,,,,14.2
7,22,1957,BRO,28,1852,5242,5944,1325,952,188,38,147,690,648,550,46,848,33,41,78,131,60,34,0.253,,,,,,,,,,,0.09300000000000001,0.14300000000000002,0.65,0.325,0.387,0.713,0.134,0.275,,,,,,,,,0.318,-2.9,660,-84.2,40.0,170.2,33.1,165.1,17.3,,4.2,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1,2.8,,17 - 40,-81.4,3.2,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,111,123,98,93,91,98,,,,,,,,,,,,,,,,,,0,,,,,,17.3
8,6,1957,DET,27,1907,5348,6004,1376,999,224,37,116,614,574,503,54,641,27,30,96,127,36,47,0.257,,,,,,,,,,,0.084,0.107,0.78,0.323,0.378,0.701,0.121,0.273,,,,,,,,,0.313,-30.0,639,-82.1,28.0,171.9,34.9,154.4,16.2,,3.4,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9,-7.1,,19 - 37,-89.2,8.9,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,90,96,96,95,90,98,,,,,,,,,,,,,,,,,,0,,,,,,16.2
9,30,1957,NYG,29,2086,5346,5892,1349,967,171,54,157,643,612,447,37,669,25,42,32,112,64,38,0.252,,,,,,,,,,,0.076,0.114,0.67,0.311,0.393,0.703,0.14,0.261,,,,,,,,,0.313,-28.4,629,-82.4,-10.0,168.7,31.8,113.1,12.1,,4.4,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,1.8,,18 - 40,-80.6,3.2,,,,,,,,0.21600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,91,98,94,94,95,93,,,,,,,,,,,,,,,,,,0,,,,,,12.1
