,teamIDfg,Season,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
0,5,1919,CLE,29,1491,4565,5325,1268,918,254,72,24,634,547,498,,367,38,,224,,113,,0.278,,,,,,,,,,,0.094,0.069,1.36,0.354,0.381,0.734,0.103,0.298,,,,,,,,,0.352,113.4,664,19.8,-1.0,146.9,16.1,211.3,24.0,,5.7,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,-5.2,,20 - 38,14.6,34.7,,,,,,,,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,115,98,103,103,108,101,,,,,,,,,,,,,,,,,,0,,,,,,24.0
1,4,1919,CHW,28,1450,4675,5360,1343,1030,218,70,25,668,571,427,,358,34,,224,,150,,0.287,,,,,,,,,,,0.08,0.067,1.19,0.351,0.38,0.731,0.093,0.307,,,,,,,,,0.35,104.5,658,36.2,11.0,147.9,16.2,247.6,27.9,,6.0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,1.5,,20 - 35,37.7,34.9,,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,98,95,103,102,97,104,,,,,,,,,,,,,,,,,,0,,,,,,27.9
2,6,1919,DET,28,1457,4665,5330,1319,990,222,84,23,620,544,429,,427,25,,211,,121,,0.283,,,,,,,,,,,0.08,0.08,1.0,0.346,0.381,0.727,0.098,0.307,,,,,,,,,0.348,93.8,644,23.7,-29.0,147.0,16.9,190.0,21.9,,5.9,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.1,-3.4,,22 - 36,20.3,34.7,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,99,113,101,103,104,104,,,,,,,,,,,,,,,,,,0,,,,,,21.9
3,3,1919,BOS,27,1453,4548,5254,1188,925,181,49,33,565,494,471,,411,45,,190,,108,,0.261,,,,,,,,,,,0.09,0.078,1.15,0.336,0.344,0.681,0.083,0.281,,,,,,,,,0.33,24.2,567,-29.3,16.0,144.9,13.0,172.8,19.4,,5.0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,-6.0,,19 - 35,-35.3,34.2,,,,,,,,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,111,111,98,93,87,95,,,,,,,,,,,,,,,,,,0,,,,,,19.4
4,30,1919,NYG,26,1504,4664,5157,1254,946,204,64,40,605,505,328,,407,37,,128,,157,,0.269,,,,,,,,,,,0.064,0.079,0.81,0.322,0.366,0.688,0.097,0.288,,,,,,,,,0.329,24.1,557,49.3,46.0,142.3,16.3,262.0,29.1,,5.9,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3,6.3,,20 - 36,55.6,1.8,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,97,115,101,105,117,102,,,,,,,,,,,,,,,,,,0,,,,,,29.1
5,9,1919,NYY,26,1488,4775,5363,1275,988,193,49,45,582,494,386,,479,32,,170,,101,,0.267,,,,,,,,,,,0.07200000000000001,0.08900000000000001,0.81,0.326,0.356,0.682,0.089,0.289,,,,,,,,,0.328,21.9,576,-59.2,58.0,148.0,15.6,190.6,20.8,,5.0,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,-6.7,,22 - 35,-65.8,34.9,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,89,126,95,96,94,98,,,,,,,,,,,,,,,,,,0,,,,,,20.8
6,2,1919,SLB,28,1522,4672,5299,1234,943,187,73,31,535,460,391,,443,35,,201,,74,,0.264,,,,,,,,,,,0.07400000000000001,0.084,0.88,0.326,0.355,0.681,0.091,0.287,,,,,,,,,0.327,17.8,565,-69.5,-11.0,146.2,14.9,103.7,11.9,,5.2,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,-11.4,,20 - 39,-80.9,34.5,,,,,,,,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,91,118,95,96,96,97,,,,,,,,,,,,,,,,,,0,,,,,,11.9
7,18,1919,CIN,28,1423,4577,5214,1204,966,135,83,20,578,489,405,,368,33,,199,,143,,0.263,,,,,,,,,,,0.078,0.071,1.1,0.327,0.342,0.669,0.079,0.283,,,,,,,,,0.323,1.9,541,30.5,43.0,143.8,14.8,235.7,26.1,,6.1,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8,1.7,,21 - 35,32.2,1.8,,,,,,,,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,119,103,103,99,95,100,,,,,,,,,,,,,,,,,,0,,,,,,26.1
8,8,1919,WAS,26,1519,4750,5368,1238,974,177,63,24,533,458,416,,510,40,,162,,142,,0.261,,,,,,,,,,,0.077,0.095,0.82,0.325,0.34,0.665,0.079,0.288,,,,,,,,,0.321,-6.2,548,-64.8,-39.0,148.1,9.6,89.8,10.7,,5.4,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.4,1.1,,20 - 38,-63.8,34.9,,,,,,,,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,96,135,95,91,83,98,,,,,,,,,,,,,,,,,,0,,,,,,10.7
9,26,1919,PHI,28,1453,4746,5220,1191,891,208,50,42,510,436,323,,469,28,,123,,114,,0.251,,,,,,,,,,,0.062,0.09,0.69,0.303,0.342,0.645,0.091,0.271,,,,,,,,,0.309,-47.7,492,-81.3,-51.0,144.0,16.4,29.0,4.0,,5.1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.6,-1.0,,17 - 38,-82.2,1.8,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,131,95,99,110,96,,,,,,,,,,,,,,,,,,0,,,,,,4.0
