,teamIDfg,Season,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
0,1051,1914,IND,27,1604,5176,5907,1474,1121,230,90,33,762,629,470,,641,38,,223,,273,,0.285,,,,,,,,,,,0.08,0.109,0.73,0.349,0.383,0.732,0.098,0.32,,,,,,,,,0.354,130.1,748,14.6,-12.0,165.9,24.7,248.1,28.2,,6.8,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,35.9,,20 - 37,50.4,19.1,,,,,,,,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,100,113,104,105,103,107,,,,,,,,,,,,,,,,,,0,,,,,,28.2
1,10,1914,PHA,24,1622,5126,5941,1392,1118,165,80,29,749,627,545,,517,52,,218,,231,188.0,0.272,,,,,,,,,,,0.092,0.087,1.05,0.348,0.352,0.699,0.08,0.298,,,,,,,,,0.342,82.4,704,71.3,14.0,166.8,17.3,281.4,31.6,,6.2,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,-41.9,,17 - 40,29.4,53.9,,,,,,,,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,105,91,105,105,102,105,,,,,,,,,,,,,,,,,,0,,,,,,31.6
2,1007,1914,BAL,29,1694,5120,5834,1374,1053,222,67,32,645,551,487,,562,46,,181,,152,,0.268,,,,,,,,,,,0.083,0.096,0.87,0.337,0.357,0.694,0.088,0.297,,,,,,,,,0.338,65.4,676,-32.4,-24.0,163.8,12.0,150.4,17.3,,5.5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,12.2,,20 - 40,-20.3,18.8,,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,104,100,100,97,92,99,,,,,,,,,,,,,,,,,,0,,,,,,17.3
3,1014,1914,BKF,28,1669,5221,5805,1402,1050,225,85,42,662,573,404,,593,45,,135,,220,,0.269,,,,,,,,,,,0.07,0.102,0.68,0.326,0.368,0.695,0.1,0.297,,,,,,,,,0.336,57.6,665,-23.0,-37.0,163.0,21.4,169.9,19.7,,6.2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6,26.8,,20 - 37,3.8,18.8,,,,,,,,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,87,106,97,100,104,99,,,,,,,,,,,,,,,,,,0,,,,,,19.7
4,26,1914,PHI,26,1671,5110,5770,1345,1020,211,52,62,651,564,472,,570,27,,161,,145,,0.263,,,,,,,,,,,0.08199999999999999,0.099,0.83,0.329,0.361,0.69,0.098,0.287,,,,,,,,,0.335,55.2,659,15.6,-74.0,162.0,15.1,126.9,15.3,,5.2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.9,11.5,,19 - 35,27.1,-3.3,,,,,,,,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,101,112,101,104,112,102,,,,,,,,,,,,,,,,,,0,,,,,,15.3
5,1021,1914,CWH,26,1627,5000,5702,1295,969,224,50,52,608,540,501,,606,37,,164,,169,,0.259,,,,,,,,,,,0.08800000000000001,0.106,0.83,0.331,0.355,0.686,0.096,0.286,,,,,,,,,0.334,50.4,647,10.5,52.0,160.1,19.4,276.9,30.6,,5.3,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,16.5,,19 - 33,27.0,18.4,,,,,,,,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,110,110,98,97,100,96,,,,,,,,,,,,,,,,,,0,,,,,,30.6
6,1040,1914,KCP,27,1634,5127,5711,1369,1027,226,77,39,644,557,399,,607,36,,149,,171,,0.267,,,,,,,,,,,0.07,0.106,0.66,0.324,0.364,0.688,0.097,0.297,,,,,,,,,0.333,45.4,643,-17.4,-9.0,160.4,16.2,186.0,21.1,,6.0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,17.4,,21 - 36,0.0,18.5,,,,,,,,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,87,110,96,99,101,100,,,,,,,,,,,,,,,,,,0,,,,,,21.1
7,6,1914,DET,25,1718,5102,5909,1318,1014,195,84,25,615,513,557,,537,44,,206,,211,154.0,0.258,,,,,,,,,,,0.094,0.091,1.04,0.336,0.344,0.681,0.086,0.285,,,,,,,,,0.333,46.0,664,15.7,12.0,165.9,24.6,239.5,26.9,,5.9,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,-32.4,,19 - 34,-16.7,53.6,,,,,,,,0.18899999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,108,95,102,103,109,100,,,,,,,,,,,,,,,,,,0,,,,,,26.9
8,30,1914,NYG,26,1789,5146,5789,1363,1052,222,59,30,672,566,447,,479,57,,139,,239,,0.265,,,,,,,,,,,0.077,0.083,0.93,0.33,0.348,0.679,0.084,0.287,,,,,,,,,0.331,36.6,642,27.5,39.0,162.6,21.4,277.1,30.8,,5.9,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,29.9,,19 - 36,57.4,-3.3,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,95,94,101,101,96,102,,,,,,,,,,,,,,,,,,0,,,,,,30.8
9,22,1914,BRO,27,1647,5152,5751,1386,1093,172,90,31,622,529,376,,559,33,,190,,173,,0.269,,,,,,,,,,,0.065,0.09699999999999999,0.67,0.323,0.355,0.678,0.086,0.297,,,,,,,,,0.328,28.1,630,-11.1,-10.0,161.5,21.0,175.5,20.0,,6.2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,17.3,,23 - 39,6.2,-3.3,,,,,,,,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,81,110,99,103,99,105,,,,,,,,,,,,,,,,,,0,,,,,,20.0
