,teamIDfg,Season,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Balls,Strikes,Pitches,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Starting,Start-IP,Relieving,Relief-IP,RAR,WAR,Dollars,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,FB% 2,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,SIERA,RS/9,E-F,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,Age Rng,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xERA,botERA,botOvr CH,botStf CH,botCmd CH,botOvr CU,botStf CU,botCmd CU,botOvr FA,botStf FA,botCmd FA,botOvr SI,botStf SI,botCmd SI,botOvr SL,botStf SL,botCmd SL,botOvr KC,botStf KC,botCmd KC,botOvr FC,botStf FC,botCmd FC,botOvr FS,botStf FS,botCmd FS,botOvr,botStf,botCmd,botxRV100,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,Stuff+,Location+,Pitching+,Stf+ FO,Loc+ FO,Pit+ FO
0,22,1996,LAD,28,90,72,3.48,545,162,6,4,50,,1466.1,6223,1378,652,567,125,534,65,39,39,22,1212,,,,,,,,,,,,7.44,3.28,2.27,8.46,0.77,0.244,1.3,0.291,0.731,3.8,,,,,,,,,152.1,1018.7,52.2,443.9,204.3,20.5,,,,4.51,-109.59,114.1,26.93,3.66,1.07,1.0,1.15,1.27,383,3.41,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,59,90,91,,0.195,0.086,,,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,1.5,-2.3,-0.9,22 - 38,0.109,,,,,,,4.2,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,99,112,93,78,95,95,99,104,112,100,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,1996,ATL,27,96,66,3.54,570,162,14,3,46,,1469.0,6132,1372,648,577,120,451,64,19,49,5,1245,,,,,,,,,,,,7.63,2.76,2.76,8.41,0.74,0.242,1.24,0.291,0.713,3.5,,,,,,,,,229.8,1024.1,49.5,438.6,279.3,29.5,,,,14.05,-99.53,113.58,95.31,10.45,1.04,1.01,1.12,1.22,408,12.48,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,64,83,80,,0.203,0.07400000000000001,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,1.2,-3.3,-2.2,23 - 36,0.13,,,,,,,3.95,0.29600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,83,136,93,75,94,90,99,101,117,86,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29,1996,SDP,28,91,71,3.72,573,162,5,1,47,,1489.0,6292,1395,682,616,138,506,47,45,58,10,1194,,,,,,,,,,,,7.22,3.06,2.36,8.43,0.83,0.243,1.28,0.285,0.721,3.88,,,,,,,,,151.0,974.0,54.0,508.7,205.0,20.7,,,,10.2,-108.41,118.61,54.28,6.17,1.07,1.03,1.19,1.32,412,7.01,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,63,94,91,,0.19,0.08,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,3.5,-3.5,0.0,23 - 35,0.109,,,,,,,4.19,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,92,116,93,85,95,93,97,102,109,94,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,1996,MON,27,88,74,3.78,595,162,11,3,43,,1441.1,6119,1353,668,605,152,482,33,56,46,9,1206,,,,,,,,,,,,7.53,3.01,2.5,8.45,0.95,0.242,1.27,0.284,0.7290000000000001,3.99,,,,,,,,,134.2,931.0,37.4,504.5,171.6,17.6,,,,7.12,-100.34,107.46,71.27,7.1,0.99,0.96,1.08,1.16,433,8.69,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,77,90,94,,0.19699999999999998,0.079,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.4,0.1,3.4,22 - 34,0.11800000000000001,,,,,,,4.09,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,90,123,93,96,94,93,97,103,113,92,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,1996,FLA,27,80,82,3.95,579,162,8,4,41,,1443.0,6183,1386,703,634,113,598,49,57,49,5,1050,,,,,,,,,,,,6.55,3.73,1.76,8.64,0.7,0.251,1.37,0.292,0.711,4.1,,,,,,,,,143.1,983.0,22.9,454.4,166.0,17.2,,,,4.02,-104.38,108.41,-7.15,0.3,1.01,0.96,1.01,1.07,417,3.4,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,68,95,96,,0.17,0.09699999999999999,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,1.4,0.6,2.1,21 - 37,0.073,,,,,,,4.63,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,112,86,96,72,98,100,99,101,97,113,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,28,1996,STL,30,88,74,3.98,575,162,13,5,43,,1452.1,6184,1380,706,642,173,539,43,35,44,6,1050,,,,,,,,,,,,6.51,3.34,1.95,8.55,1.07,0.246,1.32,0.275,0.7290000000000001,4.46,,,,,,,,,86.7,1014.7,31.3,433.9,118.0,11.9,,,,4.57,-110.88,115.45,28.34,3.27,1.06,1.03,1.18,1.3,413,5.03,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,67,95,104,,0.17,0.087,,,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,7.0,0.9,7.9,23 - 42,0.083,,,,,,,4.51,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,100,95,95,109,96,96,94,103,97,102,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25,1996,NYM,27,71,91,4.22,497,162,10,3,41,,1440.0,6288,1517,779,675,159,532,73,44,60,12,999,,,,,,,,,,,,6.24,3.32,1.88,9.48,0.99,0.266,1.42,0.298,0.703,4.42,,,,,,,,,103.3,1005.9,10.7,429.2,113.9,11.3,,,,-10.42,-118.09,107.67,-76.66,-7.69,1.02,0.96,1.09,1.2,335,-6.56,-3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,70,103,104,,0.159,0.085,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,-1.7,-0.9,-2.6,23 - 35,0.07400000000000001,,,,,,,4.61,0.26899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,100,92,105,101,103,103,101,100,91,99,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18,1996,CIN,29,81,81,4.33,587,162,6,5,52,,1443.0,6277,1447,773,695,167,591,65,42,66,6,1089,,,,,,,,,,,,6.79,3.69,1.84,9.02,1.04,0.256,1.41,0.292,0.708,4.48,,,,,,,,,103.7,921.5,9.2,516.6,113.0,11.5,,,,-0.19,-113.96,113.77,-13.17,-1.45,1.05,0.98,1.1,1.18,425,-0.24,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,84,102,103,,0.174,0.094,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,0.9,-0.3,0.6,21 - 38,0.079,,,,,,,4.55,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111,90,100,106,100,103,99,100,100,110,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,1996,CLE,28,99,62,4.34,543,161,13,3,46,,1452.1,6245,1530,769,701,173,484,42,39,49,3,1033,,,,,,,,,,,,6.4,3.0,2.13,9.48,1.07,0.267,1.39,0.3,0.7090000000000001,4.38,,,,,,,,,173.5,984.4,64.9,462.1,238.5,22.3,,,,14.28,-107.69,121.97,112.44,9.62,1.05,1.03,1.19,1.33,382,11.14,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,59,86,90,,0.165,0.078,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.6,2.1,2.7,22 - 41,0.08800000000000001,,,,,,,4.45,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,79,130,97,88,98,92,100,102,106,81,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1996,CHC,29,76,86,4.36,600,162,10,5,34,,1456.1,6268,1447,771,705,184,546,55,55,48,8,1027,,,,,,,,,,,,6.35,3.37,1.88,8.94,1.14,0.255,1.37,0.283,0.713,4.64,,,,,,,,,76.8,946.9,19.0,505.0,95.8,9.4,,,,-0.7,-110.7,110.0,-9.42,-0.82,1.0,0.99,1.1,1.19,438,-0.98,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,62,103,106,,0.16399999999999998,0.087,,,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,4.0,0.3,4.3,22 - 39,0.077,,,,,,,4.58,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,101,93,99,115,99,100,96,101,94,102,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
