,IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
152,1014722,1933,Ray Brown,HG,25,19,77,79,21,10,7,3,1,10,12,2,,,0,,1,,1,,0.273,,,,,,,,,,,0.025,,,0.291,0.481,0.772,0.208,,,,,,,,,,0.344,0.9,10,0.2,9.0,2.4,-0.2,12.3,1.2,,6.5,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,0.2,,25 - 25,0.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,37,,87,120,174,,,,,,,,,,,,,,,,,,,0,,,,,,1.2
150,1013637,1933,Lon Warneke,CHC,24,39,100,106,30,21,6,1,2,9,13,3,,13.0,0,,3,4.0,0,,0.3,,,,,,,,,,,0.027999999999999997,0.12300000000000001,0.23,0.32,0.44,0.76,0.14,0.329,,,,,,,,,0.346,1.4,14,1.9,0.0,3.2,6.4,11.6,1.2,,2.4,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,0.0,,24 - 24,1.9,0.0,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,42,184.0,98,117,139,115.0,,,,,,,,,,,,,,,,,,0,,,,,,1.2
157,1005173,1933,Mule Haas,CHW,29,146,585,682,168,130,33,4,1,97,51,65,,41.0,2,,30,,0,5.0,0.287,,,,,,,,,,,0.095,0.06,1.59,0.36,0.362,0.723,0.075,0.308,,,,,,,,,0.342,6.4,87,-4.7,-4.0,20.7,-1.8,12.0,1.2,,3.5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.8,-2.5,,29 - 29,-7.1,4.3,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,101,84.0,102,90,61,105.0,,,,,,,,,,,,,,,,,,0,,,,,,1.2
240,1003064,1933,Kiddo Davis,NYG,31,126,434,464,112,81,20,4,7,61,37,25,,30.0,0,,5,12.0,10,,0.258,,,,,,,,,,,0.054000000000000006,0.065,0.83,0.298,0.371,0.669,0.113,0.264,,,,,,,,,0.309,-7.3,48,-4.2,2.0,14.1,-1.5,12.3,1.2,,5.4,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.8,,31 - 31,-2.4,0.2,,,,,,,,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,81,97.0,91,99,112,92.0,,,,,,,,,,,,,,,,,,0,,,,,,1.2
146,1016512,1933,Mule Suttles,CAG,32,41,157,173,39,23,8,1,7,29,34,16,,,0,,2,,5,,0.248,,,,,,,,,,,0.092,,,0.318,0.446,0.764,0.197,,,,,,,,,,0.349,2.6,23,1.2,3.0,5.2,-1.2,10.6,1.1,,5.7,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.9,,32 - 32,2.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,137,,95,111,165,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
232,1003190,1933,Frank Demaree,CHC,23,134,515,550,140,104,24,6,6,68,51,22,,42.0,2,,11,11.0,4,,0.272,,,,,,,,,,,0.04,0.076,0.52,0.304,0.377,0.681,0.105,0.287,,,,,,,,,0.314,-6.6,59,-3.7,-1.0,16.7,-2.0,10.8,1.1,,4.8,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,0.5,,23 - 23,-3.1,0.2,,,,,,,,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,60,115.0,93,100,104,100.0,,,,,,,,,,,,,,,,,,0,,,,,,1.1
28,1005183,1933,Stan Hack,CHC,23,20,60,71,21,16,3,1,1,10,2,8,,3.0,3,,0,0.0,4,,0.35,,,,,,,,,,,0.113,0.042,2.67,0.451,0.483,0.934,0.133,0.357,,,,,,,,,0.435,5.8,14,6.1,1.0,2.2,0.3,10.4,1.0,,6.2,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.7,,23 - 23,6.9,0.0,,,,,,,,0.16899999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,169,63.0,138,129,132,124.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
42,1004540,1933,Debs Garms,SLB,26,78,189,223,60,44,10,2,4,35,24,30,,21.0,2,,2,,2,5.0,0.317,,,,,,,,,,,0.135,0.094,1.43,0.416,0.455,0.871,0.138,0.341,,,,,,,,,0.406,13.1,40,7.7,-3.0,6.8,-1.5,9.4,1.0,,4.2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,-1.8,,26 - 26,5.8,1.4,,,,,,,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,142,131.0,118,112,111,116.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
70,1004010,1933,Wes Ferrell,CLE,25,61,140,161,38,24,7,0,7,26,26,20,,22.0,0,,1,,0,0.0,0.271,,,,,,,,,,,0.124,0.13699999999999998,0.91,0.363,0.471,0.834,0.2,0.279,,,,,,,,,0.383,6.6,26,3.4,1.0,4.9,-0.6,9.7,1.0,,1.8,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.1,,25 - 25,3.3,1.0,,,,,,,,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,132,191.0,103,116,161,95.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
143,1006518,1933,Smead Jolley,BOS,31,118,411,437,116,71,32,4,9,47,65,24,,20.0,2,,0,,1,1.0,0.282,,,,,,,,,,,0.055,0.046,1.2,0.325,0.445,0.77,0.163,0.28,,,,,,,,,0.352,7.4,59,-0.8,0.0,13.2,-4.4,10.4,1.0,,3.4,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4,-0.4,,31 - 31,-1.2,2.8,,,,,,,,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,58,64.0,92,110,132,95.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
207,1016740,1933,Chester Williams,- - -,27,55,206,213,59,43,10,5,1,21,22,7,,,0,,4,,0,,0.286,,,,,,,,,,,0.033,,,0.31,0.398,0.708,0.112,,,,,,,,,,0.324,-1.0,24,-2.8,1.0,6.5,3.3,9.7,1.0,,3.9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,-0.1,,27 - 27,-2.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,49,,92,99,93,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
213,1001348,1933,Ed Brandt,BSN,28,47,97,105,30,26,4,0,0,9,6,4,,7.0,0,,4,1.0,0,,0.309,,,,,,,,,,,0.038,0.067,0.57,0.337,0.351,0.687,0.041,0.333,,,,,,,,,0.322,-0.7,12,0.3,0.0,3.2,6.4,9.8,1.0,,1.2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,-0.1,,28 - 28,0.2,0.0,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,57,100.0,103,93,41,116.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
216,1000621,1933,Dick Bartell,PHI,25,152,587,685,159,128,25,5,1,78,37,56,,46.0,5,,37,8.0,6,,0.271,,,,,,,,,,,0.08199999999999999,0.067,1.22,0.34,0.336,0.675,0.065,0.293,,,,,,,,,0.321,-4.8,77,-13.7,-8.0,20.7,9.4,9.6,1.0,,4.3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.8,,25 - 25,-12.8,0.3,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,123,101.0,104,89,64,102.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
161,1009908,1933,Chink Outen,BRO,28,93,153,173,38,24,10,0,4,20,17,20,,15.0,0,,0,2.0,1,,0.248,,,,,,,,,,,0.11599999999999999,0.087,1.33,0.335,0.392,0.727,0.144,0.254,,,,,,,,,0.34,1.4,22,2.2,0.0,5.2,1.7,9.4,0.9,,2.5,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.1,,28 - 28,2.3,0.1,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,173,130.0,103,105,142,88.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
176,1014903,1933,Anthony Cooper,- - -,28,46,159,172,46,37,6,2,1,26,21,11,,,2,,11,,7,,0.289,,,,,,,,,,,0.064,,,0.343,0.371,0.714,0.082,,,,,,,,,,0.334,0.6,21,-0.8,1.0,5.2,0.9,9.1,0.9,,6.3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.3,,28 - 28,0.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,95,,102,93,68,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
225,1001090,1933,Ossie Bluege,WAS,32,140,501,580,131,111,14,0,6,63,71,55,,34.0,3,,21,,6,7.0,0.261,,,,,,,,,,,0.095,0.059000000000000004,1.62,0.338,0.325,0.663,0.064,0.271,,,,,,,,,0.318,-5.4,63,-13.5,1.0,17.6,2.6,9.2,0.9,,2.6,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,-2.1,,32 - 32,-15.6,3.7,,,,,,,,0.16399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,100,82.0,96,80,52,92.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
275,1003596,1933,Leo Durocher,- - -,27,139,446,488,113,87,19,4,3,51,44,30,,37.0,1,,11,16.0,3,,0.253,,,,,,,,,,,0.061,0.076,0.81,0.302,0.334,0.636,0.081,0.271,,,,,,,,,0.298,-12.0,46,-12.5,-2.0,14.8,8.6,9.4,0.9,,4.1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,0.4,,27 - 27,-12.2,0.2,,,,,,,,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,114.0,92,89,80,94.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
337,1016362,1933,Dick Seay,SOX,28,34,141,153,30,23,4,3,0,25,11,8,,,4,,4,,5,,0.213,,,,,,,,,,,0.052000000000000005,,,0.275,0.284,0.558,0.071,,,,,,,,,,0.266,-7.5,11,-8.8,10.0,4.6,1.0,9.1,0.9,,7.5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.9,,28 - 28,-7.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,77,,82,71,59,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
113,1001540,1933,Lloyd Brown,- - -,28,41,68,77,19,11,5,1,2,5,13,5,,7.0,0,,4,,0,0.0,0.279,,,,,,,,,,,0.065,0.091,0.71,0.329,0.471,0.799,0.191,0.288,,,,,,,,,0.363,2.0,11,0.5,0.0,2.3,4.7,8.0,0.8,,2.4,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,0.0,,28 - 28,0.5,0.5,,,,,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,69,127.0,93,116,154,98.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
170,1016200,1933,Ted Radcliffe,- - -,30,14,54,56,17,14,2,1,0,8,6,2,,,0,,1,,1,,0.315,,,,,,,,,,,0.036000000000000004,,,0.339,0.389,0.728,0.074,,,,,,,,,,0.336,0.3,7,-0.2,5.0,1.7,0.3,7.5,0.8,,5.9,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.2,,30 - 30,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,53,,101,97,62,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
171,1002727,1933,Doc Cramer,PHA,27,152,661,718,195,152,27,8,8,109,75,36,,24.0,0,,21,,5,4.0,0.295,,,,,,,,,,,0.05,0.033,1.5,0.331,0.396,0.728,0.101,0.297,,,,,,,,,0.336,3.7,89,-9.8,-6.0,21.7,-1.9,7.6,0.8,,5.0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,-1.0,,27 - 27,-10.8,4.5,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,53,47.0,94,98,82,101.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
201,1002848,1933,Tony Cuccinello,BRO,25,134,485,537,122,78,31,4,9,58,65,44,,40.0,2,,6,20.0,4,,0.252,,,,,,,,,,,0.08199999999999999,0.07400000000000001,1.1,0.316,0.388,0.704,0.136,0.259,,,,,,,,,0.327,-1.2,62,1.4,-15.0,16.3,4.0,7.4,0.8,,4.0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,0.5,,25 - 25,2.0,0.2,,,,,,,,0.17300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,123,112.0,97,103,135,90.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
272,1011296,1933,Red Ruffing,NYY,28,55,115,124,29,23,3,1,2,10,13,7,,15.0,0,,2,,0,0.0,0.252,,,,,,,,,,,0.055999999999999994,0.121,0.47,0.295,0.348,0.643,0.096,0.276,,,,,,,,,0.299,-2.9,12,-4.2,0.0,3.8,7.5,7.9,0.8,,2.2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,-0.1,,28 - 28,-4.2,0.8,,,,,,,,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,60,169.0,84,86,77,94.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
11,1015754,1933,Joe Lillard,CAG,28,13,38,39,15,10,2,1,2,8,8,1,,,0,,0,,0,,0.395,,,,,,,,,,,0.026000000000000002,,,0.41,0.658,1.068,0.263,,,,,,,,,,0.479,4.5,9,4.2,2.0,1.2,-0.3,7.4,0.7,,4.7,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.0,,28 - 28,4.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,38,,122,164,220,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
99,1014695,1933,Ameal Brooks,- - -,26,24,94,102,27,18,3,4,2,14,13,5,,,3,,2,,3,,0.287,,,,,,,,,,,0.049,,,0.343,0.468,0.811,0.181,,,,,,,,,,0.369,3.1,15,2.3,0.0,3.1,0.3,7.1,0.7,,6.9,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,,26 - 26,2.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,73,,102,117,151,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
119,1013990,1933,Dib Williams,PHA,23,115,408,444,118,82,20,5,11,52,73,32,,35.0,1,,3,,1,0.0,0.289,,,,,,,,,,,0.07200000000000001,0.079,0.91,0.342,0.444,0.786,0.154,0.296,,,,,,,,,0.361,10.6,63,2.3,-18.0,13.4,6.0,6.5,0.7,,3.9,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,0.0,,23 - 23,2.3,2.8,,,,,,,,0.17600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,76,110.0,97,110,125,101.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
