,IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
174,1014389,1917,Ralph Young,DET,28,141,503,598,116,95,18,2,1,64,35,61,,35,3,,31,,8,,0.231,,,,,,,,,,,0.102,0.059000000000000004,1.74,0.317,0.28,0.598,0.05,0.246,,,,,,,,,0.299,-4.8,53,-9.5,1.0,15.8,0.0,7.5,0.9,,4.1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.7,,28 - 28,-11.1,1.9,,,,,,,,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,120,77,97,85,66,89.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
191,1012245,1917,Frank Snyder,STL,23,115,313,346,74,62,9,2,1,18,33,27,,43,2,,4,,4,,0.236,,,,,,,,,,,0.078,0.124,0.63,0.301,0.288,0.589,0.051,0.271,,,,,,,,,0.291,-4.6,29,-5.8,1.0,9.1,2.9,7.5,0.9,,3.1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,-1.1,,23 - 23,-6.9,1.3,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,114,147,96,85,62,97.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
207,1009271,1917,Mike Mowrey,BRO,33,83,271,308,58,44,9,5,0,20,25,29,,25,1,,7,,7,,0.214,,,,,,,,,,,0.094,0.081,1.16,0.292,0.284,0.576,0.07,0.236,,,,,,,,,0.286,-5.2,25,-6.6,3.0,8.1,2.5,8.0,0.9,,5.3,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,-0.1,,33 - 33,-6.7,1.2,,,,,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,137,96,93,84,85,85.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
126,1004124,1917,Max Flack,CHC,27,131,447,510,111,86,18,7,0,65,21,51,,34,0,,12,,17,,0.248,,,,,,,,,,,0.1,0.067,1.5,0.325,0.32,0.645,0.072,0.269,,,,,,,,,0.317,2.0,51,-1.7,-2.0,13.5,-5.9,6.3,0.8,,6.4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,0.6,,27 - 27,-1.1,1.9,,,,,,,,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,146,79,104,94,87,96.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
149,1009423,1917,Hy Myers,BRO,28,120,471,507,126,100,15,10,1,37,41,18,,25,0,,18,,5,,0.268,,,,,,,,,,,0.036000000000000004,0.049,0.72,0.294,0.348,0.643,0.081,0.281,,,,,,,,,0.309,-0.7,48,-3.1,-3.0,13.4,-1.9,5.9,0.8,,5.1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9,-1.4,,28 - 28,-4.5,1.9,,,,,,,,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,52,58,94,103,98,101.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
138,1008376,1917,Lew McCarty,NYG,28,56,162,181,40,33,3,2,2,15,19,14,,6,1,,4,,1,,0.247,,,,,,,,,,,0.077,0.033,2.33,0.311,0.327,0.638,0.08,0.247,,,,,,,,,0.313,0.2,18,0.2,0.0,4.8,1.7,6.5,0.8,,3.9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,-0.8,,28 - 28,-0.6,0.7,,,,,,,,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,113,39,99,97,98,88.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
132,1012331,1917,Tubby Spencer,DET,33,70,192,218,46,35,8,3,0,13,22,15,,15,9,,2,,0,,0.24,,,,,,,,,,,0.069,0.069,1.0,0.324,0.313,0.637,0.073,0.26,,,,,,,,,0.316,0.7,22,-1.0,1.0,5.8,1.9,7.1,0.8,,2.8,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,-1.2,,33 - 33,-2.2,0.7,,,,,,,,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,81,90,99,95,97,94.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
163,1008313,1917,Carl Mays,BOS,25,35,107,115,27,21,3,3,0,9,14,6,,11,0,,2,,0,,0.252,,,,,,,,,,,0.052000000000000005,0.096,0.55,0.292,0.336,0.628,0.084,0.281,,,,,,,,,0.303,-0.6,11,-0.9,0.0,3.0,5.0,6.9,0.8,,3.7,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,-0.6,,25 - 25,-1.4,0.4,,,,,,,,0.14800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,62,125,90,102,112,102.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
137,1014059,1917,Art Wilson,CHC,31,81,211,252,45,32,9,2,2,17,25,32,,36,2,,7,,6,,0.213,,,,,,,,,,,0.127,0.14300000000000002,0.89,0.322,0.303,0.626,0.09,0.249,,,,,,,,,0.314,0.4,25,-1.5,-2.0,6.7,2.3,6.3,0.8,,4.4,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2,,31 - 31,-1.6,1.0,,,,,,,,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,185,169,103,90,110,89.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
159,1012989,1917,Pinch Thomas,BOS,29,83,202,238,48,41,7,0,0,24,24,27,,9,2,,7,,2,,0.238,,,,,,,,,,,0.113,0.038,3.0,0.333,0.272,0.606,0.035,0.249,,,,,,,,,0.305,-1.0,22,-1.5,0.0,6.3,2.4,6.8,0.8,,2.8,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,-1.0,,29 - 29,-2.6,0.7,,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,134,50,102,82,46,90.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
57,1001832,1917,Ray Caldwell,NYY,29,63,124,140,32,23,6,1,2,12,12,16,,16,0,,0,,2,,0.258,,,,,,,,,,,0.114,0.114,1.0,0.343,0.371,0.714,0.113,0.283,,,,,,,,,0.35,3.5,17,2.4,0.0,3.7,-0.3,5.9,0.7,,3.8,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.4,,29 - 29,2.0,0.4,,,,,,,,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,135,150,105,112,150,102.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
69,1008656,1917,Mike McNally,BOS,23,42,50,63,15,14,1,0,0,9,2,6,,3,0,,7,,3,,0.3,,,,,,,,,,,0.095,0.048,2.0,0.375,0.32,0.695,0.02,0.319,,,,,,,,,0.344,1.3,7,1.2,2.0,1.7,1.0,6.2,0.7,,4.7,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.2,,23 - 23,1.4,0.2,,,,,,,,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,112,62,115,97,27,115.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
76,1013949,1917,Joe Wilhoit,- - -,31,97,246,282,70,60,7,2,1,29,18,26,,21,0,,10,,5,,0.285,,,,,,,,,,,0.092,0.07400000000000001,1.24,0.353,0.341,0.694,0.057,0.308,,,,,,,,,0.34,5.3,33,5.1,-4.0,7.5,-3.3,5.5,0.7,,4.4,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,-0.8,,31 - 31,4.3,1.1,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,135,88,112,101,69,110.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
104,1008894,1917,Elmer Miller,NYY,26,114,379,449,95,78,11,3,3,43,35,40,,44,9,,21,,11,,0.251,,,,,,,,,,,0.08900000000000001,0.098,0.91,0.336,0.319,0.656,0.069,0.277,,,,,,,,,0.326,4.2,48,0.7,-4.0,11.9,-4.2,5.4,0.7,,4.8,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,-0.4,,26 - 26,0.3,1.4,,,,,,,,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,105,128,103,97,91,100.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
161,1013044,1917,Jim Thorpe,- - -,30,103,308,337,73,54,5,10,4,41,40,14,,45,2,,13,,12,,0.237,,,,,,,,,,,0.042,0.134,0.31,0.275,0.357,0.632,0.12,0.266,,,,,,,,,0.305,-1.4,31,-2.5,2.0,8.9,-4.5,6.1,0.7,,7.5,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,1.0,,30 - 30,-1.6,1.3,,,,,,,,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,61,158,88,105,146,95.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
165,1001811,1917,Leon Cadore,BRO,26,37,92,102,24,19,4,1,0,5,8,5,,22,0,,5,,1,,0.261,,,,,,,,,,,0.049,0.21600000000000003,0.23,0.299,0.326,0.625,0.065,0.343,,,,,,,,,0.303,-0.6,9,-1.0,0.0,2.7,4.4,6.1,0.7,,3.8,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,-0.3,,26 - 26,-1.3,0.4,,,,,,,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,72,255,95,96,79,123.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
184,1012162,1917,Jimmy Smith,NYG,22,36,96,109,22,16,5,1,0,12,9,9,,18,0,,4,,6,,0.229,,,,,,,,,,,0.083,0.165,0.5,0.295,0.302,0.597,0.073,0.282,,,,,,,,,0.294,-1.3,9,-1.3,3.0,2.9,0.4,6.1,0.7,,6.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.7,,22 - 22,-0.6,0.4,,,,,,,,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,121,195,94,89,89,101.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
189,1008823,1917,Chief Meyers,- - -,36,72,200,225,45,34,7,4,0,13,7,17,,11,2,,6,,4,,0.225,,,,,,,,,,,0.076,0.049,1.55,0.292,0.3,0.592,0.075,0.238,,,,,,,,,0.291,-2.9,19,-3.7,1.0,5.9,2.1,6.0,0.7,,5.0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,-0.3,,36 - 36,-3.9,0.9,,,,,,,,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,110,58,93,89,91,85.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
210,1009838,1917,Frank O'Rourke,BRO,22,64,198,221,47,39,7,1,0,18,15,14,,25,2,,7,,11,,0.237,,,,,,,,,,,0.063,0.113,0.56,0.294,0.283,0.577,0.045,0.272,,,,,,,,,0.285,-3.9,18,-4.9,1.0,5.8,1.8,5.6,0.7,,5.2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.1,,22 - 22,-3.8,0.8,,,,,,,,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,92,134,94,84,55,97.0,,,,,,,,,,,,,,,,,,0,,,,,,0.7
49,1011301,1917,William Rumler,SLB,26,78,88,97,23,15,3,4,1,7,16,8,,9,0,,1,,2,,0.261,,,,,,,,,,,0.08199999999999999,0.09300000000000001,0.89,0.323,0.42,0.743,0.159,0.282,,,,,,,,,0.357,2.9,12,2.5,0.0,2.6,-0.4,4.8,0.6,,5.3,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.1,,26 - 26,2.4,0.3,,,,,,,,0.18600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,97,121,99,127,212,102.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
47,1011291,1917,Dutch Ruether,- - -,23,50,68,80,17,11,3,3,0,4,12,11,,17,0,,1,,1,,0.25,,,,,,,,,,,0.138,0.213,0.65,0.354,0.382,0.737,0.132,0.333,,,,,,,,,0.358,2.5,10,2.0,0.0,2.1,1.0,5.2,0.6,,4.5,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.3,,23 - 23,1.7,0.3,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,201,251,113,113,161,119.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
168,1003744,1917,Rowdy Elliott,CHC,26,85,223,244,56,43,8,5,0,18,28,11,,11,2,,8,,4,,0.251,,,,,,,,,,,0.045,0.045,1.0,0.292,0.332,0.624,0.081,0.264,,,,,,,,,0.302,-1.4,22,-3.2,-1.0,6.4,2.3,5.0,0.6,,5.6,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,-0.4,,26 - 26,-3.6,0.9,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,66,53,93,98,98,95.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
164,1008646,1917,Fred McMullin,CHW,25,59,194,245,46,43,2,1,0,35,12,27,,17,3,,21,,9,,0.237,,,,,,,,,,,0.11,0.069,1.59,0.339,0.258,0.597,0.021,0.26,,,,,,,,,0.303,-1.3,22,-3.0,-2.0,6.5,1.7,4.3,0.6,,5.7,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,0.3,,25 - 25,-2.6,0.8,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,130,91,104,78,27,94.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
196,1000663,1917,Ray Bates,PHA,27,127,485,526,115,86,20,7,2,47,66,21,,39,6,,14,,12,,0.237,,,,,,,,,,,0.04,0.07400000000000001,0.54,0.277,0.32,0.597,0.082,0.255,,,,,,,,,0.29,-7.3,44,-12.5,-2.0,13.9,3.8,5.0,0.6,,5.8,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.1,,27 - 27,-12.4,1.6,,,,,,,,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,47,97,85,97,110,92.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
185,1014428,1917,Rollie Zeider,CHC,33,108,354,393,86,70,14,2,0,36,27,28,,30,2,,9,,17,,0.243,,,,,,,,,,,0.071,0.076,0.93,0.302,0.294,0.596,0.051,0.265,,,,,,,,,0.293,-4.6,33,-7.5,-5.0,10.4,3.7,4.4,0.6,,5.2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,1.3,,33 - 33,-6.2,1.5,,,,,,,,0.14800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,104,90,96,87,62,95.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
201,1004248,1917,Eddie Foster,WAS,30,143,554,618,130,106,16,8,0,66,43,46,,23,0,,18,,11,,0.235,,,,,,,,,,,0.07400000000000001,0.037000000000000005,2.0,0.293,0.292,0.586,0.058,0.245,,,,,,,,,0.288,-9.6,50,-12.9,-2.0,16.3,2.7,5.0,0.6,,5.5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.9,,30 - 30,-13.9,1.9,,,,,,,,0.11199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,88,49,90,89,77,88.0,,,,,,,,,,,,,,,,,,0,,,,,,0.6
