,IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
150,1008673,1925,Pat McNulty,CLE,26,118,373,432,117,91,18,2,6,70,43,47,,23.0,1.0,,11,,7,7.0,0.314,,,,,,,,,,,0.109,0.053,2.04,0.392,0.421,0.813,0.107,0.323,,,,,,,,,0.379,10.8,70,5.0,-3.0,14.5,-4.3,12.9,1.1,,4.4,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,-1.7,,26 - 26,3.2,2.6,,,,,,,,0.17600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,118,90.0,106,100,89,104.0,,,,,,,,,,,,,,,,,,0,,,,,,1.1
205,1015668,1925,Newt Joseph,KCM,28,52,198,209,64,49,12,2,1,26,30,11,,,,,3,,8,,0.323,,,,,,,,,,,0.053,,,0.359,0.419,0.778,0.096,,,,,,,,,,0.358,1.5,30,2.4,0.0,7.0,1.6,12.5,1.1,,5.3,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.7,,28 - 28,4.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,61,,105,103,76,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
204,1005359,1925,Bubbles Hargrave,CIN,32,87,273,302,82,61,13,6,2,28,33,25,,23.0,1.0,,3,,4,3.0,0.3,,,,,,,,,,,0.083,0.076,1.09,0.361,0.414,0.775,0.114,0.323,,,,,,,,,0.358,2.2,43,0.8,-2.0,10.1,2.6,12.7,1.1,,5.1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.5,,32 - 32,0.3,1.7,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,110,126.0,101,97,88,104.0,,,,,,,,,,,,,,,,,,0,,,,,,1.1
228,1016673,1925,Frank Warfield,HIL,26,70,240,259,72,54,12,4,2,49,43,19,,,,,25,,17,,0.3,,,,,,,,,,,0.073,,,0.351,0.408,0.76,0.108,,,,,,,,,,0.35,0.2,35,-1.5,0.0,8.7,2.2,12.5,1.1,,7.7,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.5,,26 - 26,2.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,86,,99,98,89,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
295,1006314,1925,Travis Jackson,NYG,21,112,411,444,117,91,15,2,9,51,59,24,,43.0,2.0,,7,,8,3.0,0.285,,,,,,,,,,,0.054000000000000006,0.09699999999999999,0.56,0.327,0.397,0.724,0.112,0.301,,,,,,,,,0.333,-6.3,54,-8.9,-3.0,14.9,6.8,12.7,1.1,,4.4,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.3,,21 - 21,-8.6,2.5,,,,,,,,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,72,161.0,91,92,87,97.0,,,,,,,,,,,,,,,,,,0,,,,,,1.1
256,1009740,1925,Bob O'Farrell,- - -,28,111,339,391,92,73,13,3,3,39,35,48,,31.0,2.0,,2,,0,1.0,0.271,,,,,,,,,,,0.12300000000000001,0.079,1.55,0.365,0.354,0.719,0.083,0.292,,,,,,,,,0.343,-2.1,51,-6.1,0.0,13.1,2.9,11.9,1.1,,2.6,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,-0.3,,28 - 28,-6.4,2.2,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,163,131.0,102,83,64,94.0,,,,,,,,,,,,,,,,,,0,,,,,,1.1
105,1007450,1925,Cliff Lee,CLE,28,77,230,258,74,49,15,6,4,43,42,21,,33.0,0.0,,7,,2,1.0,0.322,,,,,,,,,,,0.081,0.128,0.64,0.378,0.491,0.87,0.17,0.363,,,,,,,,,0.393,9.5,45,6.0,-2.0,8.7,-2.8,11.4,1.0,,6.0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8,0.0,,28 - 28,6.0,1.5,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,89,217.0,102,117,141,116.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
95,1002818,1925,Buck Crouse,CHW,28,54,131,145,46,37,7,0,2,18,25,12,,4.0,1.0,,1,,1,2.0,0.351,,,,,,,,,,,0.083,0.027999999999999997,3.0,0.41,0.45,0.86,0.099,0.352,,,,,,,,,0.399,6.0,26,4.7,0.0,4.9,1.5,11.2,1.0,,2.0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,-0.7,,28 - 28,4.0,0.9,,,,,,,,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,90,47.0,111,107,82,113.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
126,1008073,1925,Les Mann,BSN,32,60,184,199,63,46,11,4,2,27,20,5,,11.0,4.0,,6,,6,1.0,0.342,,,,,,,,,,,0.025,0.055,0.45,0.373,0.478,0.851,0.136,0.357,,,,,,,,,0.386,6.2,33,5.6,-1.0,6.7,-2.3,10.9,1.0,,7.3,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3,0.8,,32 - 32,6.4,1.1,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,33,92.0,104,112,106,115.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
196,1005068,1925,Charlie Grimm,CHC,26,141,519,567,159,115,29,5,10,73,76,38,,25.0,0.0,,10,,4,3.0,0.306,,,,,,,,,,,0.067,0.044000000000000004,1.52,0.354,0.439,0.793,0.133,0.308,,,,,,,,,0.362,6.0,83,-0.1,-4.0,19.0,-6.0,11.7,1.0,,4.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-0.4,,26 - 26,-0.5,3.2,,,,,,,,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,89,73.0,99,102,104,99.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
207,1014564,1925,John Barnes,SLS,22,58,179,192,56,42,12,0,2,28,32,13,,,,,6,,2,,0.313,,,,,,,,,,,0.068,,,0.359,0.413,0.773,0.101,,,,,,,,,,0.357,1.2,27,2.1,0.0,6.4,1.7,10.5,1.0,,3.3,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.5,,22 - 22,2.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,79,,105,102,80,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
214,1003911,1925,Bibb Falk,CHW,26,154,602,677,181,133,35,9,4,80,99,51,,25.0,2.0,,22,,4,5.0,0.301,,,,,,,,,,,0.075,0.037000000000000005,2.04,0.357,0.409,0.766,0.108,0.309,,,,,,,,,0.354,2.6,95,-3.8,-4.0,22.7,-6.6,11.0,1.0,,4.2,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6,-1.3,,26 - 26,-5.1,4.0,,,,,,,,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,82,63.0,97,97,90,99.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
255,1012896,1925,Zack Taylor,BRO,26,109,352,374,109,86,16,4,3,33,44,17,,19.0,1.0,,4,,0,0.0,0.31,,,,,,,,,,,0.045,0.051,0.89,0.343,0.403,0.747,0.094,0.321,,,,,,,,,0.344,-1.9,49,-4.7,-2.0,12.5,3.0,11.0,1.0,,2.5,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1,,26 - 26,-4.6,2.1,,,,,,,,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,60,84.0,96,94,73,103.0,,,,,,,,,,,,,,,,,,0,,,,,,1.0
69,1014696,1925,Irvin Brooks,BRG,34,34,119,131,41,33,2,0,6,24,32,12,,,,,1,,1,,0.345,,,,,,,,,,,0.092,,,0.405,0.513,0.917,0.168,,,,,,,,,,0.416,7.4,25,6.5,0.0,4.4,-0.9,10.1,0.9,,3.1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,0.3,,34 - 34,6.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,107,,113,123,138,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
121,1016406,1925,Charlie Smith,BRG,23,35,133,145,42,30,7,0,5,29,28,12,,,,,5,,3,,0.316,,,,,,,,,,,0.083,,,0.372,0.481,0.854,0.165,,,,,,,,,,0.387,4.6,24,3.7,0.0,4.9,1.2,10.2,0.9,,4.5,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.7,,23 - 23,4.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,97,,104,115,136,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
157,1015042,1925,Martín Dihigo,CSE,20,42,160,179,49,36,8,2,3,21,22,19,,,,,6,,3,,0.306,,,,,,,,,,,0.106,,,0.38,0.438,0.817,0.131,,,,,,,,,,0.377,4.2,29,3.0,0.0,6.0,0.0,9.5,0.9,,4.4,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7,,20 - 20,3.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,124,,107,105,108,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
184,1015842,1925,Charlie Mason,- - -,30,57,207,231,57,40,5,3,9,36,42,24,,,,,13,,12,,0.275,,,,,,,,,,,0.10400000000000001,,,0.351,0.459,0.81,0.184,,,,,,,,,,0.367,3.4,35,2.0,0.0,7.7,-2.3,9.7,0.9,,6.4,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,2.5,,30 - 30,4.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,122,,98,110,151,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
219,1015537,1925,Dick Jackson,HBG,28,65,253,262,76,53,12,4,7,32,38,9,,,,,10,,4,,0.3,,,,,,,,,,,0.034,,,0.324,0.462,0.787,0.162,,,,,,,,,,0.353,0.7,36,-1.0,0.0,8.8,1.7,10.0,0.9,,5.3,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.9,,28 - 28,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,40,,91,111,133,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
224,1008666,1925,Earl McNeely,WAS,27,122,385,452,110,91,14,2,3,76,37,48,,54.0,9.0,,10,,15,16.0,0.286,,,,,,,,,,,0.106,0.11900000000000001,0.89,0.378,0.356,0.734,0.07,0.326,,,,,,,,,0.352,0.9,62,-3.0,2.0,15.2,-3.0,9.5,0.9,,5.4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-4.3,,27 - 27,-7.3,2.7,,,,,,,,0.23199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,116,203.0,102,85,58,105.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
290,1005559,1925,Cliff Heathcote,CHC,27,109,380,438,100,76,14,5,5,57,39,39,,26.0,7.0,,12,,15,11.0,0.263,,,,,,,,,,,0.08900000000000001,0.059000000000000004,1.5,0.343,0.366,0.709,0.103,0.272,,,,,,,,,0.333,-6.0,54,-10.7,9.0,14.7,-4.1,9.4,0.9,,6.0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,-2.0,,27 - 27,-12.7,2.5,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,118,98.0,96,85,80,88.0,,,,,,,,,,,,,,,,,,0,,,,,,0.9
123,1001966,1925,Roy Carlyle,- - -,24,94,277,301,90,60,20,3,7,36,49,16,,29.0,1.0,,7,,1,1.0,0.325,,,,,,,,,,,0.053,0.096,0.55,0.364,0.495,0.859,0.17,0.344,,,,,,,,,0.387,9.4,50,5.0,-5.0,10.1,-2.9,8.8,0.8,,3.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,-0.2,,24 - 24,4.8,1.8,,,,,,,,0.17300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,58,164.0,98,118,141,111.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
161,1015592,1925,George Johnson,HIL,35,57,195,201,64,43,15,2,4,31,35,6,,,,,7,,4,,0.328,,,,,,,,,,,0.03,,,0.348,0.487,0.835,0.159,,,,,,,,,,0.375,4.3,32,3.0,0.0,6.7,-1.4,9.0,0.8,,5.5,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,0.9,,35 - 35,3.9,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,35,,98,117,131,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
148,1004261,1925,Bob Fothergill,DET,27,71,204,223,72,56,14,0,2,38,28,6,,3.0,2.0,,11,,3,2.0,0.353,,,,,,,,,,,0.027000000000000003,0.013000000000000001,2.0,0.377,0.451,0.828,0.098,0.352,,,,,,,,,0.38,5.7,36,2.5,0.0,7.5,-2.3,8.8,0.8,,4.1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,-0.3,,27 - 27,2.3,1.3,,,,,,,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,29,23.0,102,107,81,113.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
165,1016850,1925,Burdell Young,- - -,27,53,189,206,59,45,5,6,3,29,26,17,,,,,9,,7,,0.312,,,,,,,,,,,0.083,,,0.369,0.45,0.819,0.138,,,,,,,,,,0.374,4.2,32,2.9,0.0,6.9,-2.2,8.9,0.8,,6.5,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2,1.5,,27 - 27,4.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,97,,103,108,113,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
206,1012135,1925,Elmer Smith,CIN,32,96,284,320,77,49,13,7,8,47,46,28,,20.0,1.0,,7,,6,5.0,0.271,,,,,,,,,,,0.08800000000000001,0.063,1.4,0.339,0.451,0.789,0.18,0.27,,,,,,,,,0.357,2.1,46,0.6,0.0,10.7,-3.5,8.6,0.8,,6.3,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,-1.1,,32 - 32,-0.5,1.8,,,,,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,116,104.0,95,105,140,87.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
227,1012205,1925,Sherry Smith,CLE,34,31,92,103,28,23,3,1,1,9,15,6,,13.0,2.0,,3,,1,0.0,0.304,,,,,,,,,,,0.057999999999999996,0.126,0.46,0.36,0.391,0.751,0.087,0.346,,,,,,,,,0.351,0.1,14,-1.3,0.0,3.5,6.2,9.2,0.8,,4.5,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,0.2,,34 - 34,-1.1,0.6,,,,,,,,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,63,214.0,97,93,72,111.0,,,,,,,,,,,,,,,,,,0,,,,,,0.8
