,IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
369,1005229,1925,Bill Hallahan,STL,22,6,3,3,1,1,0,0,0,0,0,0,,1.0,0.0,,0,,0,0.0,0.333,,,,,,,,,,,0.0,0.33299999999999996,0.0,0.333,0.333,0.667,0.0,0.5,,,,,,,,,0.312,-0.1,0,-0.1,0.0,0.1,0.2,0.2,0.0,,0.1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,,22 - 22,-0.1,0.0,,,,,,,,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,553.0,93,78,0,161.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
370,1006680,1925,Rudy Kallio,BOS,32,7,6,6,2,2,0,0,0,2,0,0,,1.0,0.0,,0,,0,0.0,0.333,,,,,,,,,,,0.0,0.16699999999999998,0.0,0.333,0.333,0.667,0.0,0.4,,,,,,,,,0.312,-0.2,1,-0.3,0.0,0.2,0.4,0.3,0.0,,2.6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,,32 - 32,-0.3,0.0,,,,,,,,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,283.0,90,79,0,128.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
371,1014707,1925,Dave Brown,NLG,28,1,3,3,1,1,0,0,0,0,0,0,,,,,0,,0,,0.333,,,,,,,,,,,0.0,,,0.333,0.333,0.667,0.0,,,,,,,,,,0.312,-0.1,0,-0.1,0.0,0.1,0.2,0.2,0.0,,0.1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,,28 - 28,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0,,94,80,0,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
372,1016730,1925,Fred Wiley,NLG,30,1,3,3,1,1,0,0,0,1,0,0,,,,,0,,0,,0.333,,,,,,,,,,,0.0,,,0.333,0.333,0.667,0.0,,,,,,,,,,0.312,-0.1,0,-0.1,0.0,0.1,0.2,0.2,0.0,,2.6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,,30 - 30,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0,,94,80,0,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
361,1003118,1925,Hank DeBerry,BRO,30,67,193,218,50,39,8,1,2,26,24,16,,8.0,2.0,,7,,2,2.0,0.259,,,,,,,,,,,0.073,0.037000000000000005,2.0,0.322,0.342,0.664,0.083,0.262,,,,,,,,,0.313,-6.7,23,-8.4,-1.0,7.3,1.7,0.4,0.0,,3.8,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.5,,30 - 30,-8.9,1.2,,,,,,,,0.11900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,97,61.0,90,80,65,84.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
365,1005360,1925,Charlie Hargreaves,BRO,28,45,83,90,23,19,3,1,0,9,13,6,,1.0,0.0,,1,,1,1.0,0.277,,,,,,,,,,,0.067,0.011000000000000001,6.0,0.326,0.337,0.663,0.06,0.28,,,,,,,,,0.312,-2.9,9,-3.5,0.0,3.0,0.5,0.2,0.0,,4.2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.2,,28 - 28,-3.8,0.5,,,,,,,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,88,18.0,91,79,47,90.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
355,1011791,1925,Howie Shanks,NYY,34,66,155,184,40,35,3,1,1,15,18,20,,15.0,0.0,,9,,1,0.0,0.258,,,,,,,,,,,0.109,0.08199999999999999,1.33,0.343,0.31,0.653,0.052,0.281,,,,,,,,,0.316,-5.2,20,-7.2,-1.0,6.2,1.3,0.6,0.0,,3.4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,34 - 34,-6.9,1.1,,,,,,,,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,118,139.0,93,74,43,90.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
395,1011521,1925,Wally Schang,NYY,35,73,167,191,40,29,8,1,2,17,24,17,,9.0,0.0,,7,,2,1.0,0.24,,,,,,,,,,,0.08900000000000001,0.047,1.89,0.31,0.335,0.645,0.096,0.244,,,,,,,,,0.304,-7.4,19,-9.4,0.0,6.4,1.8,-0.1,0.0,,3.8,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.0,,35 - 35,-9.5,1.1,,,,,,,,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,97,80.0,84,80,80,78.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
430,1010365,1925,Wally Pipp,NYY,32,62,178,200,41,29,6,3,3,19,24,13,,12.0,1.0,,8,,3,3.0,0.23,,,,,,,,,,,0.065,0.06,1.08,0.286,0.348,0.635,0.118,0.233,,,,,,,,,0.293,-9.5,18,-11.6,6.0,6.7,-2.0,-0.5,0.0,,5.1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-0.8,,32 - 32,-12.4,1.2,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,71,102.0,77,83,98,75.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
414,1014715,1925,Jim Brown,CAG,33,75,241,265,56,39,12,3,2,39,39,24,,,,,13,,6,,0.232,,,,,,,,,,,0.091,,,0.302,0.332,0.634,0.1,,,,,,,,,,0.298,-11.6,24,-10.4,0.0,8.9,0.6,0.1,0.0,,6.1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.3,,33 - 33,-9.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,105,,88,82,79,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
413,1015916,1925,José Méndez,KCM,40,10,9,10,2,1,1,0,0,0,1,1,,,,,1,,0,,0.222,,,,,,,,,,,0.1,,,0.3,0.333,0.633,0.111,,,,,,,,,,0.298,-0.4,1,-0.4,0.0,0.3,-0.1,-0.1,0.0,,0.1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.0,,40 - 40,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,116,,88,82,88,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
364,1015237,1925,Tom Gee,NLG,25,31,83,93,23,23,0,0,0,3,10,10,,,,,2,,0,,0.277,,,,,,,,,,,0.10800000000000001,,,0.355,0.277,0.632,0.0,,,,,,,,,,0.312,-2.9,10,-3.5,0.0,3.1,0.7,0.2,0.0,,0.1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.0,,25 - 25,-3.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,126,,100,66,0,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
426,1000832,1925,Benny Bengough,NYY,26,95,283,308,73,57,14,2,0,17,23,19,,9.0,0.0,,6,,0,2.0,0.258,,,,,,,,,,,0.062,0.028999999999999998,2.11,0.305,0.322,0.626,0.064,0.266,,,,,,,,,0.294,-14.3,28,-17.6,3.0,10.3,2.9,-0.4,0.0,,2.1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,-0.8,,26 - 26,-18.5,1.8,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,67,50.0,82,77,53,86.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
456,1009423,1925,Hy Myers,- - -,36,5,8,8,2,1,1,0,0,2,0,0,,0.0,0.0,,0,,0,0.0,0.25,,,,,,,,,,,0.0,0.0,0.0,0.25,0.375,0.625,0.125,0.25,,,,,,,,,0.278,-0.5,1,-0.5,0.0,0.3,-0.1,-0.3,0.0,,2.6,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.0,,36 - 36,-0.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,0.0,70,87,97,80.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
401,1004463,1925,Chick Galloway,PHA,28,149,481,564,116,98,11,4,3,52,71,59,,28.0,0.0,,24,,16,9.0,0.241,,,,,,,,,,,0.105,0.05,2.11,0.324,0.299,0.623,0.058,0.251,,,,,,,,,0.301,-23.0,54,-31.7,1.0,18.9,9.1,-0.2,0.0,,4.8,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,-0.8,,28 - 28,-32.6,3.3,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,114,84.0,88,71,48,81.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
409,1016303,1925,Herman Roth,- - -,29,5,14,15,4,4,0,0,0,2,3,1,,,,,0,,0,,0.286,,,,,,,,,,,0.067,,,0.333,0.286,0.619,0.0,,,,,,,,,,0.299,-0.6,1,-0.6,0.0,0.5,0.1,0.1,0.0,,2.0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,,29 - 29,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,77,,98,70,0,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
475,1015925,1925,Deacon Meyers,SLS,25,14,18,18,4,3,0,0,1,2,2,0,,,,,0,,0,,0.222,,,,,,,,,,,0.0,,,0.222,0.389,0.611,0.167,,,,,,,,,,0.268,-1.2,1,-1.2,0.0,0.6,1.1,0.5,0.0,,1.6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.0,,25 - 25,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,,65,96,132,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
385,1013105,1925,Chick Tolson,CLE,26,3,12,14,3,3,0,0,0,0,0,2,,1.0,0.0,,0,,0,0.0,0.25,,,,,,,,,,,0.14300000000000002,0.071,2.0,0.357,0.25,0.607,0.0,0.273,,,,,,,,,0.308,-0.5,1,-0.7,0.0,0.5,-0.1,-0.3,0.0,,0.1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.0,,26 - 26,-0.7,0.1,,,,,,,,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,155,121.0,97,60,0,88.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
460,1004387,1925,Oscar Fuhr,BOS,31,39,20,21,5,4,1,0,0,2,2,1,,2.0,0.0,,0,,0,0.0,0.25,,,,,,,,,,,0.048,0.095,0.5,0.286,0.3,0.586,0.05,0.278,,,,,,,,,0.275,-1.3,2,-1.6,0.0,0.7,1.3,0.5,0.0,,1.6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.0,,31 - 31,-1.6,0.1,,,,,,,,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,52,162.0,77,71,42,89.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
478,1005007,1925,Nelson Greene,BRO,25,11,7,7,2,2,0,0,0,0,1,0,,3.0,0.0,,0,,0,0.0,0.286,,,,,,,,,,,0.0,0.429,0.0,0.286,0.286,0.571,0.0,0.5,,,,,,,,,0.267,-0.5,0,-0.5,0.0,0.2,0.4,0.2,0.0,,0.1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,,25 - 25,-0.5,0.0,,,,,,,,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,710.0,80,67,0,161.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
515,1005022,1925,Vean Gregg,WAS,40,26,14,18,3,2,0,1,0,1,2,0,,4.0,0.0,,4,,0,0.0,0.214,,,,,,,,,,,0.0,0.222,0.0,0.214,0.357,0.571,0.143,0.3,,,,,,,,,0.249,-1.5,1,-1.7,0.0,0.6,1.1,0.1,0.0,,4.1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.0,,40 - 40,-1.7,0.1,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,378.0,58,85,119,96.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
495,1000690,1925,Stan Baumgartner,PHA,30,37,30,32,7,5,2,0,0,3,3,1,,7.0,0.0,,1,,0,0.0,0.233,,,,,,,,,,,0.031,0.21899999999999997,0.14,0.258,0.3,0.558,0.067,0.304,,,,,,,,,0.258,-2.5,2,-3.0,0.0,1.1,1.9,0.3,0.0,,1.9,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.0,,30 - 30,-2.9,0.2,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,34,372.0,70,71,55,98.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
510,1002602,1925,Wilbur Cooper,CHC,33,32,82,85,17,12,2,1,2,12,10,1,,4.0,1.0,,1,,0,1.0,0.207,,,,,,,,,,,0.012,0.047,0.25,0.226,0.329,0.555,0.122,0.197,,,,,,,,,0.25,-7.1,4,-8.1,0.0,2.9,5.1,0.0,0.0,,5.2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,-0.5,,33 - 33,-8.5,0.5,,,,,,,,0.08199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,16,78.0,63,77,95,64.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
511,1011296,1925,Red Ruffing,BOS,20,37,79,83,17,11,4,2,0,6,11,1,,22.0,1.0,,2,,0,0.0,0.215,,,,,,,,,,,0.012,0.265,0.05,0.235,0.316,0.551,0.101,0.298,,,,,,,,,0.25,-7.0,4,-8.2,0.0,2.8,5.0,0.1,0.0,,4.1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,20 - 20,-8.2,0.5,,,,,,,,0.27699999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,13,450.0,63,75,84,96.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0
520,1015416,1925,Rats Henderson,AC,28,33,88,94,17,12,3,1,1,9,7,6,,,,,5,,0,,0.193,,,,,,,,,,,0.064,,,0.245,0.284,0.529,0.091,,,,,,,,,,0.247,-8.1,5,-8.7,0.0,3.2,5.7,0.0,0.0,,3.3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.0,,28 - 28,-8.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,75,,69,68,75,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
527,1014612,1925,Charlie Beverly,BBB,25,30,51,53,11,8,3,0,0,6,7,2,,,,,0,,0,,0.216,,,,,,,,,,,0.038,,,0.245,0.275,0.52,0.059,,,,,,,,,,0.243,-4.8,2,-4.5,0.0,1.8,3.2,0.4,0.0,,2.4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.0,,25 - 25,-4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,44,,72,68,47,,,,,,,,,,,,,,,,,,,0,,,,,,0.0
