,IDfg,Season,Name,Team,Age,W,L,WAR,ERA,G,GS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Balls,Strikes,Pitches,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Starting,Start-IP,Relieving,Relief-IP,RAR,Dollars,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,FB% 2,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,SIERA,RS/9,E-F,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,Age Rng,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xERA,botERA,botOvr CH,botStf CH,botCmd CH,botOvr CU,botStf CU,botCmd CU,botOvr FA,botStf FA,botCmd FA,botOvr SI,botStf SI,botCmd SI,botOvr SL,botStf SL,botCmd SL,botOvr KC,botStf KC,botCmd KC,botOvr FC,botStf FC,botCmd FC,botOvr FS,botStf FS,botCmd FS,botOvr,botStf,botCmd,botxRV100,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,Stuff+,Location+,Pitching+,Stf+ FO,Loc+ FO,Pit+ FO
42,1010046,1936,Claude Passeau,PHI,27,11,15,4.5,3.48,49,21,8,2,3,,217.1,955,247,118,84,7,55,,4,1,0.0,85,,,,,,,,,,,,3.52,2.28,1.55,10.23,0.29,0.276,1.39,0.299,0.635,3.76,,,,,,,,,,,,,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,,0.08900000000000001,0.057999999999999996,,,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,-0.5,-1.1,-1.6,27 - 27,0.031,,,,,,,4.16,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,79,131.0,104,59,101,98,103,95.0,103,78,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1009546,1936,Bobo Newsom,WAS,28,17,15,4.1,4.32,43,38,24,4,2,,285.2,1258,294,160,137,13,146,,3,8,1.0,156,,,,,,,,,,,,4.91,4.6,1.07,9.26,0.41,0.265,1.54,0.299,0.6659999999999999,4.38,,,,,,,,,,,,,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,93,,0.124,0.11599999999999999,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,0.1,0.4,0.5,28 - 28,0.008,,,,,,,4.44,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,115,129.0,89,66,93,96,100,104.0,152,118,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1005339,1936,Mel Harder,CLE,26,15,15,3.6,5.17,36,30,13,0,1,,224.2,1031,294,155,129,13,71,,6,4,0.0,84,,,,,,,,,,,,3.36,2.84,1.18,11.78,0.52,0.308,1.62,0.328,0.612,4.35,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,90,,0.08199999999999999,0.069,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,-1.8,-0.5,-2.2,26 - 26,0.013000000000000001,,,,,,,4.38,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,71,142.0,113,83,108,101,109,95.0,100,70,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1013637,1936,Lon Warneke,CHC,27,16,13,3.5,3.45,40,29,13,4,1,,240.1,1024,246,108,92,10,76,,4,5,0.0,113,,,,,,,,,,,,4.23,2.85,1.49,9.21,0.37,0.261,1.34,0.287,0.6990000000000001,3.91,,,,,,,,,,,,,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,91,,0.11,0.07400000000000001,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.2,0.6,0.8,27 - 27,0.036000000000000004,,,,,,,4.1,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,99,126.0,93,76,95,94,99,104.0,127,101,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1013882,1936,John Whitehead,CHW,27,13,13,3.5,4.64,34,32,15,1,1,,230.2,1035,254,137,119,9,98,,5,10,0.0,70,,,,,,,,,,,,2.73,3.82,0.71,9.91,0.35,0.273,1.53,0.287,0.639,4.55,,,,,,,,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,93,,0.068,0.095,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.8,-0.7,0.1,27 - 27,-0.027000000000000003,,,,,,,4.86,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,96,86.0,95,56,96,95,96,99.0,83,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1007904,1936,Danny MacFayden,BSN,31,17,13,3.4,2.87,37,31,21,2,0,,266.2,1114,268,97,85,5,66,,5,4,0.0,86,,,,,,,,,,,,2.9,2.23,1.3,9.04,0.17,0.257,1.25,0.276,0.7290000000000001,3.71,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,94,,0.077,0.059000000000000004,,,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,1.3,1.7,3.0,31 - 31,0.018000000000000002,,,,,,,4.32,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,77,110.0,92,34,94,88,95,109.0,89,81,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1001269,1936,Joe Bowman,PHI,26,9,20,3.4,5.04,40,28,12,0,1,,203.2,907,243,140,114,14,53,,7,4,0.0,80,,,,,,,,,,,,3.54,2.34,1.51,10.74,0.62,0.287,1.45,0.304,0.575,4.31,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,89,,0.08800000000000001,0.057999999999999996,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.7,-2.2,-3.0,26 - 26,0.03,,,,,,,4.18,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,81,128.0,109,126,105,102,105,86.0,102,79,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1006851,1936,Vern Kennedy,CHW,29,21,9,3.3,4.63,35,34,20,1,0,,274.1,1214,282,167,141,13,147,,3,8,0.0,99,,,,,,,,,,,,3.25,4.82,0.67,9.25,0.43,0.265,1.56,0.283,0.64,4.85,,,,,,,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,98,,0.08199999999999999,0.121,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,1.3,-0.7,0.6,29 - 29,-0.04,,,,,,,5.01,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,121,81.0,89,68,93,98,94,100.0,100,123,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1004338,1936,Larry French,CHC,28,18,9,3.3,3.39,43,28,16,4,3,,252.1,1055,262,103,95,16,54,,6,1,0.0,104,,,,,,,,,,,,3.71,1.93,1.93,9.34,0.57,0.263,1.25,0.281,0.731,4.03,,,,,,,,,,,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,94,,0.099,0.051,,,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,0.7,1.5,2.3,28 - 28,0.047,,,,,,,3.96,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,67,163.0,95,116,96,88,97,109.0,114,70,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1013583,1936,Bucky Walters,PHI,27,11,21,3.3,4.26,40,33,15,4,0,,258.0,1159,284,146,122,11,115,,5,7,0.0,66,,,,,,,,,,,,2.3,4.01,0.57,9.91,0.38,0.273,1.55,0.284,0.664,4.75,,,,,,,,,,,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,99,,0.057,0.099,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.5,-0.5,0.0,27 - 27,-0.042,,,,,,,5.04,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,139,49.0,100,78,100,109,98,99.0,66,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1013699,1936,Jim Weaver,PIT,32,14,8,3.2,4.31,38,31,11,1,0,,225.2,972,239,125,108,12,74,,1,6,1.0,108,,,,,,,,,,,,4.31,2.95,1.46,9.53,0.48,0.266,1.39,0.292,0.636,4.04,,,,,,,,,,,,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,93,,0.111,0.076,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,-0.1,-1.2,-1.3,32 - 32,0.035,,,,,,,4.11,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,102,124.0,96,97,98,98,100,95.0,128,104,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1007808,1936,Red Lucas,PIT,34,15,4,3.1,3.18,27,22,12,0,0,,175.2,729,178,70,62,7,26,,3,1,0.0,53,,,,,,,,,,,,2.72,1.33,2.04,9.12,0.36,0.254,1.16,0.267,0.695,3.72,,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,85,,0.073,0.036000000000000004,,,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,1.3,-0.1,1.2,34 - 34,0.037000000000000005,,,,,,,4.09,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,46,173.0,92,73,93,82,92,104.0,84,48,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1011296,1936,Red Ruffing,NYY,31,20,12,3.0,3.85,33,33,25,3,0,,271.0,1151,274,133,116,22,90,,3,7,0.0,102,,,,,,,,,,,,3.39,2.99,1.13,9.1,0.73,0.259,1.34,0.27,0.696,4.65,,,,,,,,,,,,,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,100,,0.08900000000000001,0.078,,,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,2.3,0.8,3.1,31 - 31,0.01,,,,,,,4.41,0.18600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,75,136.0,87,117,91,84,90,108.0,109,80,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1000283,1936,Pete Appleton,WAS,32,14,9,3.0,3.53,38,20,12,1,3,,201.2,868,199,94,79,7,77,,3,5,0.0,77,,,,,,,,,,,,3.44,3.44,1.0,8.88,0.31,0.253,1.37,0.273,0.687,4.19,,,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,90,,0.08900000000000001,0.08900000000000001,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,1.5,0.2,1.8,32 - 32,0.0,,,,,,,4.53,0.18600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,86,120.0,85,50,89,85,91,107.0,109,90,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1001348,1936,Ed Brandt,BRO,31,11,13,3.0,3.5,38,29,12,1,2,,234.0,1006,246,105,91,14,65,,4,2,0.0,104,,,,,,,,,,,,4.0,2.5,1.6,9.46,0.54,0.263,1.33,0.283,0.711,4.09,,,,,,,,,,,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,95,,0.10300000000000001,0.065,,,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.5,0.7,1.2,31 - 31,0.039,,,,,,,4.07,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,87,136.0,96,110,96,94,97,106.0,119,88,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1009883,1936,Fritz Ostermueller,BOS,28,10,16,3.0,4.88,43,23,7,1,2,,180.2,826,210,115,98,8,84,,3,8,0.0,90,,,,,,,,,,,,4.48,4.18,1.07,10.46,0.4,0.284,1.63,0.315,0.637,4.34,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,87,,0.109,0.102,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,-0.7,-0.3,-1.0,28 - 28,0.006999999999999999,,,,,,,4.45,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,105,129.0,100,64,100,102,105,99.0,134,104,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1012787,1936,Bill Swift,PIT,28,16,16,2.9,4.01,45,31,17,0,2,,262.1,1123,275,132,117,18,63,,5,3,0.0,92,,,,,,,,,,,,3.16,2.16,1.46,9.43,0.62,0.261,1.29,0.272,0.664,4.28,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,,0.08199999999999999,0.055999999999999994,,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1.5,-1.0,0.4,28 - 28,0.026000000000000002,,,,,,,4.22,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,75,124.0,96,126,95,91,93,99.0,94,76,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1006773,1936,Harry Kelley,PHA,30,15,12,2.9,3.86,35,27,20,1,3,,235.1,1002,250,112,101,21,75,,2,8,0.0,82,,,,,,,,,,,,3.14,2.87,1.09,9.56,0.8,0.27,1.38,0.279,0.722,4.76,,,,,,,,,,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,97,,0.08199999999999999,0.075,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.4,1.8,3.2,30 - 30,0.006999999999999999,,,,,,,4.45,0.17800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,72,132.0,92,129,95,86,93,112.0,100,76,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1000366,1936,Elden Auker,DET,25,13,16,2.9,4.89,35,31,14,2,0,,215.1,970,263,140,117,11,83,,3,1,0.0,66,,,,,,,,,,,,2.76,3.47,0.8,10.99,0.46,0.298,1.61,0.312,0.627,4.56,,,,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,95,,0.068,0.086,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,-0.7,-0.2,-0.9,25 - 25,-0.018000000000000002,,,,,,,4.74,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,87,96.0,106,74,104,100,104,97.0,83,87,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1007447,1936,Bill Lee,CHC,26,18,11,2.6,3.31,43,33,20,4,1,,258.2,1081,238,106,95,14,93,,3,6,0.0,102,,,,,,,,,,,,3.55,3.24,1.1,8.28,0.49,0.242,1.28,0.258,0.725,4.34,,,,,,,,,,,,,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,102,,0.094,0.086,,,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,2.4,0.7,3.2,26 - 26,0.008,,,,,,,4.43,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,112,93.0,84,99,88,90,89,108.0,109,117,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1008103,1936,Johnny Marcum,BOS,26,8,13,2.6,4.81,31,23,9,1,1,,174.0,750,194,100,93,14,52,,0,3,1.0,57,,,,,,,,,,,,2.95,2.69,1.1,10.03,0.72,0.278,1.41,0.287,0.645,4.6,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,,0.076,0.069,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.6,-0.2,0.4,26 - 26,0.006999999999999999,,,,,,,4.45,0.16399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,67,132.0,96,116,98,88,96,100.0,93,71,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
