"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-08-19","98.5","-2.13","6.03","Turner, Justin",457759,543037,"field_out","hit_into_play",,,,,2,"Justin Turner flies out to right fielder Aaron Judge.","R","R","R","NYY","BOS","X",9,"fly_ball",3,2,2023,"-0.69","1.73","0.2","2.93",,,646240,1,1,"Top",182.03,80.4,,,666163,,,7.921638466497846,-142.9775824656755,-6.873223855091735,-11.509909652371359,37.666067757972975,-7.015774201263283,"3.4","1.54",324,"90.9",34,"97.8",2521,"6.3",716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,"54.16",0.037,0.045,"0",1,0,0,3,3,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0.028","-0.373"
"SI","2023-08-18","95.3","-1.93","5.14","Bauers, Jake",641343,678394,"field_out","hit_into_play",,,,,5,"Jake Bauers flies out to left fielder Masataka Yoshida.","R","L","R","NYY","BOS","X",7,"fly_ball",1,0,2023,"-1.56","0.06","0.13","2.42",,,,0,6,"Bot",58.28,89.57,,,624512,,,8.836959543452892,-138.49281380362655,-1.6155447704678336,-22.10678041722558,30.93709462112685,-31.30212838870707,"3.4","1.6",319,"92.3",35,"94.4",1905,"5.9",716953,678394,624512,671213,622569,646240,596115,807799,680776,657077,"54.64",0.049,0.083,"0",1,0,0,3,49,2,"Sinker",1,7,1,7,7,1,1,7,"Infield shade","Standard",243,"-0.007","-0.275"
"SI","2023-08-18","94.9","-1.95","5.08","Bauers, Jake",641343,678394,"field_out","hit_into_play",,,,,5,"Jake Bauers flies out to left fielder Masataka Yoshida.","R","L","R","NYY","BOS","X",7,"fly_ball",0,0,2023,"-1.55","0.07","-0.03","2.5",,,,0,4,"Bot",73.95,131.92,,,624512,,,8.519677714682482,-137.995743520273,-1.2591863690480554,-21.694818113934993,28.940836604476843,-31.250363371812597,"3.4","1.6",191,"94.8",64,"95.6",2027,"6.6",716953,678394,624512,671213,622569,646240,596115,807799,680776,657077,"53.9",0.017,0.019,"0",1,0,0,3,34,1,"Sinker",1,7,1,7,7,1,1,7,"Standard","Standard",247,"-0.009","-0.238"
"FF","2023-08-18","94.5","-1.18","6.15","Duran, Jarren",680776,666745,"field_out","hit_into_play",,,,,3,"Jarren Duran flies out to center fielder Harrison Bader.","R","L","R","NYY","BOS","X",8,"fly_ball",1,1,2023,"-0.57","1.2","0.61","3.18",,,,0,3,"Top",135.83,55.96,,,666163,,,5.897992597494546,-137.52389370843738,-4.7141655140974175,-8.505183453393682,30.946091196164797,-16.0757927206063,"3.41","1.71",355,"95.8",36,"94.4",2091,"6.2",716953,666745,666163,641343,650402,518934,683011,641856,664056,519317,"54.26",0.171,0.324,"0",1,0,0,3,23,3,"4-Seam Fastball",0,7,7,0,7,0,7,0,"Infield shade","Standard",225,"0.003","-0.228"
"SI","2023-08-18","95.8","-1.05","6.16","Casas, Triston",671213,666745,"field_out","hit_into_play",,,,,9,"Triston Casas flies out to left fielder Billy McKinney.","R","L","R","NYY","BOS","X",7,"fly_ball",0,0,2023,"-1.33","0.57","0.39","1.77",,457759,807799,1,2,"Top",94.19,109.92,,,666163,,,6.778728363076731,-139.25163469218188,-7.294411085730687,-18.77597506742219,30.191512587392136,-23.264475708836514,"3.79","1.78",237,"82.4",55,"95.7",2043,"6.2",716953,666745,666163,641343,650402,518934,683011,641856,664056,519317,"54.28",0.029,0.026,"0",1,0,0,3,18,1,"Sinker",0,7,7,0,7,0,7,0,"Standard","Standard",227,"0.006","-0.463"
"ST","2023-08-18","81.1","-3.93","4.48","Turner, Justin",457759,669711,"field_out","hit_into_play",,,,,5,"Justin Turner flies out to center fielder Harrison Bader.","R","R","R","NYY","BOS","X",8,"fly_ball",1,2,2023,"1.62","0.51","0.09","2.62",,,646240,2,9,"Top",97.83,74.03,,,666163,,,5.874955219448049,-117.88286201505488,1.5849590956165986,13.74711502922645,24.92981292554626,-28.07231874282283,"3.38","1.54",317,"88.6",40,"80.5",2953,"6.2",716953,669711,666163,641343,650402,518934,683011,641856,664056,519317,"54.28",0.006,0.005,"0",1,0,0,3,70,4,"Sweeper",3,8,8,3,8,3,8,3,"Standard","Standard",78,"0.001","-0.173"
"SI","2023-08-18","94.6","-1.35","5.65","Judge, Aaron",592450,676477,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (23) on a fly ball to right field.    DJ LeMahieu scores.","R","R","R","NYY","BOS","X",,"fly_ball",0,0,2023,"-1.3","0.91","-0.27","2.57",,,518934,1,8,"Bot",203.07,84.32,,,624512,,,5.8920707054118715,-137.70190380642939,-4.53027148610107,-17.876740586916277,28.360108057975882,-19.748378205662455,"3.93","1.83",342,"104.7",37,"97.4",2085,"7.7",716953,676477,624512,671213,622569,646240,596115,807799,680776,657077,"52.83",0.58,1.165,"2",1,0,3,6,63,1,"Sinker",1,7,1,7,7,3,3,7,"Standard","Standard",234,"0.016","1.707"
"SI","2023-08-18","97","-1.21","6.14","Duran, Jarren",680776,666745,"field_out","hit_into_play",,,,,1,"Jarren Duran flies out to left fielder Billy McKinney.","R","L","R","NYY","BOS","X",7,"fly_ball",0,0,2023,"-1.33","0.88","-0.28","2.89",,,,2,1,"Top",60.43,80.93,,,666163,,,5.53905670820161,-141.16923377829346,-5.189100969875873,-19.05908068198105,29.841724770100917,-19.45386603396585,"3.41","1.71",334,"93.4",35,"97.3",2097,"6.3",716953,666745,666163,641343,650402,518934,683011,641856,664056,519317,"54.19",0.057,0.101,"0",1,0,0,3,7,1,"Sinker",0,4,4,0,4,0,4,0,"Infield shade","Standard",224,"0.005","-0.106"
"CH","2023-08-18","89.9","-1.63","6.08","Yoshida, Masataka",807799,666745,"home_run","hit_into_play",,,,,4,"Masataka Yoshida homers (13) on a fly ball to right center field.    Rafael Devers scores.    Justin Turner scores.","R","L","R","NYY","BOS","X",,"fly_ball",1,0,2023,"-1.26","0.45","-0.34","2.4",,646240,457759,0,1,"Top",189.78,48.84,,,666163,,,5.848218950667533,-130.76832172401262,-4.1076218863916765,-15.643874103147157,27.052184819164797,-26.287567297885882,"3.31","1.44",376,"102.4",23,"89.8",1824,"6.2",716953,666745,666163,641343,650402,518934,683011,641856,664056,519317,"54.3",0.611,0.946,"2",1,0,3,6,4,2,"Changeup",0,1,1,0,4,0,4,0,"Standard","Standard",244,"-0.159","1.928"
"FC","2023-08-18","92.8","-3.05","6","Rortvedt, Ben",666163,455119,"field_out","hit_into_play",,,,,3,"Ben Rortvedt flies out to left fielder Masataka Yoshida.","R","L","R","NYY","BOS","X",7,"fly_ball",2,2,2023,"0.16","0.51","0.29","2.72",650402,643396,,2,9,"Bot",76.99,111.91,,,624512,,,8.227235766540328,-134.90175982114786,-3.741217408710962,0.22971019643463336,28.954062088550685,-25.282830462867402,"3.14","1.46",262,"81.1",23,"93.3",2141,"6.6",716953,455119,624512,671213,622569,646240,596115,807799,680776,657077,"53.88",0.574,0.528,"0",1,0,0,4,75,5,"Cutter",3,8,3,8,8,3,3,8,"Strategic","Standard",200,"-0.006","-0.415"
"SI","2023-08-06","94.5","-1.69","5.91","Stanton, Giancarlo",519317,664353,"field_out","hit_into_play",,,,,11,"Giancarlo Stanton flies out to second baseman Jose Altuve.","R","R","R","NYY","HOU","X",4,"fly_ball",2,1,2023,"-1.11","0.96","-1.07","3.08",,,650402,0,4,"Bot",126,114.05,,,455117,,,4.054405167645913,-137.52951841658282,-3.7999255982665545,-14.956368136001887,31.3138810228644,-19.393857345970385,"3.71","1.77",215,"72.4",40,"94.2",2102,"6.1",717110,664353,455117,547989,514888,608324,665161,670541,676694,676801,"54.36",0.371,0.387,"0",1,0,0,3,30,4,"Sinker",1,5,1,5,5,1,1,5,"Infield shade","Standard",213,"-0.03","-0.406"
"FC","2023-08-06","86.4","-1.69","5.36","Stanton, Giancarlo",519317,641585,"field_out","hit_into_play",,,,,8,"Giancarlo Stanton flies out to right fielder Chas McCormick.","R","R","R","NYY","HOU","X",9,"fly_ball",3,2,2023,"0.56","0.17","-0.08","1.91",592450,650402,,1,6,"Bot",160.28,120.68,,,455117,,,2.68696993684614,-125.89458790847735,-2.4168176571170092,5.516924004145177,23.030148159473068,-30.122512170829687,"3.71","1.77",215,"87.7",49,"86.8",2755,"6.2",717110,641585,455117,547989,514888,608324,665161,670541,676694,676801,"54.28",0.003,0.003,"0",1,0,0,3,60,6,"Cutter",6,9,6,9,9,6,6,9,"Standard","Standard",103,"-0.09","-0.318"
"SI","2023-08-06","95.7","-1.27","5.99","Torres, Gleyber",650402,664353,"single","hit_into_play",,,,,11,"Gleyber Torres singles on a fly ball to shortstop Jeremy Pena, deflected by left fielder Yordan Alvarez.","R","R","R","NYY","HOU","X",7,"fly_ball",0,2,2023,"-0.96","1.06","-1.11","3.21",,,,0,4,"Bot",77.3,123.22,,,455117,,,2.563479162112702,-139.3372804319713,-4.138990707657278,-13.07957591813173,29.624949467690563,-17.634721748928897,"3.19","1.47",225,"69.5",44,"95.6",2155,"6.1",717110,664353,455117,547989,514888,608324,665161,670541,676694,676801,"54.39",0.346,0.357,"0.9",1,1,0,3,29,4,"Sinker",1,5,1,5,5,1,1,5,"Standard","Standard",206,"0.032","0.474"
"FF","2023-08-06","94.7","1.91","6.57","Bregman, Alex",608324,607074,"field_out","hit_into_play",,,,,12,"Alex Bregman flies out to center fielder Harrison Bader.   Jose Altuve to 2nd.","R","R","L","NYY","HOU","X",8,"fly_ball",1,2,2023,"0.5","1.51","0.12","3.53",,,514888,0,3,"Top",109.42,45.04,,,543309,,,-5.790677159662537,-137.72773603897738,-5.617168954238284,7.671183917157016,30.9335950487389,-11.904018740475319,"3.11","1.48",382,"97.4",33,"94.6",2196,"6.3",717110,607074,543309,641343,650402,518934,683011,643396,664056,519317,"54.23",0.24,0.415,"0",1,0,0,5,18,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",156,"0.012","-0.255"
"FF","2023-08-06","97.2","1.61","6.55","Meyers, Jake",676694,607074,"home_run","hit_into_play",,,,,1,"Jake Meyers homers (8) on a fly ball to left center field.   Kyle Tucker scores.    Jeremy Pena scores.","R","R","L","NYY","HOU","X",,"fly_ball",1,1,2023,"0.44","1.46","-0.37","3.14",,663656,665161,2,2,"Top",53.92,61.53,,,543309,,,-6.312040944807653,-141.35661213863762,-6.9941995746898975,7.204896943446125,29.663835999175014,-11.160277039773419,"3.16","1.52",383,"97.6",37,"97.4",2291,"6.3",717110,607074,543309,641343,650402,518934,683011,643396,664056,519317,"54.22",0.163,0.292,"2",1,0,3,3,12,3,"4-Seam Fastball",1,0,0,1,3,1,3,1,"Standard","Standard",149,"-0.29","2.657"
"SL","2023-08-06","90.7","-2.38","5.5","Stanton, Giancarlo",519317,650556,"field_out","hit_into_play",,,,,7,"Giancarlo Stanton flies out sharply to center fielder Jake Meyers.","R","R","R","NYY","HOU","X",8,"fly_ball",1,2,2023,"0.59","-0.35","-0.49","1.93",,641856,650402,2,9,"Bot",118.15,41.14,,,455117,,,3.4764684124337015,-132.09833895995797,-2.255666822345849,6.116491045233764,29.016944265800124,-35.97650055296371,"3.71","1.77",390,"106.1",30,"91.1",2969,"6.6",717110,650556,455117,547989,514888,608324,665161,670541,676694,676801,"53.93",0.886,1.752,"0",1,0,0,6,87,6,"Slider",7,9,7,9,9,7,7,9,"Standard","Standard",60,"-0.09","-0.338"
"FF","2023-08-06","91.8","-1.48","5.65","Higashioka, Kyle",543309,641585,"field_out","hit_into_play",,,,,5,"Kyle Higashioka flies out to right fielder Chas McCormick.","R","R","R","NYY","HOU","X",9,"fly_ball",1,0,2023,"0.19","1.3","0.25","2.55",,,,0,6,"Bot",196.14,89.57,,,455117,,,3.9651942209530713,-133.6905538405189,-4.836565864212045,1.401938542782493,28.069003512837586,-15.678159876187525,"3.51","1.65",322,"96.8",40,"91.7",2436,"6.1",717110,641585,455117,547989,514888,608324,665161,670541,676694,676801,"54.37",0.086,0.149,"0",1,0,0,3,56,2,"4-Seam Fastball",5,9,5,9,9,5,5,9,"Infield shade","Standard",203,"-0.018","-0.275"
"SI","2023-08-06","96.1","0.12","6.09","Altuve, Jose",514888,593974,"field_out","hit_into_play",,,,,5,"Jose Altuve flies out to center fielder Harrison Bader.","R","R","L","NYY","HOU","X",8,"fly_ball",0,0,2023,"1.12","0.75","-0.24","1.9",,,,1,6,"Top",151.11,73.48,,,543309,,,-3.4458377312747572,-139.81670219506515,-7.165873807050055,15.492859645908263,29.309786354730257,-20.977397455861055,"2.86","1.29",317,"88.3",34,"95.5",2178,"5.8",717110,593974,543309,641343,650402,518934,683011,643396,664056,519317,"54.71",0.023,0.028,"0",1,0,0,3,54,1,"Sinker",5,9,9,5,9,5,9,5,"Standard","Standard",138,"0.004","-0.169"
"ST","2023-08-06","82.1","-1.72","5.77","Bader, Harrison",664056,664353,"field_out","hit_into_play",,,,,3,"Harrison Bader flies out to left fielder Yordan Alvarez.","R","R","R","NYY","HOU","X",7,"fly_ball",1,2,2023,"0.92","-0.01","0.29","2.72",,,,2,2,"Bot",69.95,59.33,,,455117,,,2.743165843916108,-119.56001273337804,-0.35348782258603473,8.330568278693002,22.847227013811555,-32.460572489700276,"3.07","1.46",371,"95.1",28,"81.5",2755,"5.8",717110,664353,455117,547989,514888,608324,665161,670541,676694,676801,"54.66",0.203,0.34,"0",1,0,0,5,16,4,"Sweeper",1,3,1,3,3,1,1,3,"Infield shade","Standard",61,"-0.011","-0.074"
"SL","2023-08-06","90.2","0.11","5.92","Maldonado, Martín",455117,593974,"home_run","hit_into_play",,,,,4,"Martin Maldonado homers (9) on a fly ball to left field.","R","R","L","NYY","HOU","X",,"fly_ball",1,2,2023,"0.04","0.63","-0.5","2.59",,,,1,6,"Top",2.15,80.54,,,543309,,,-1.592950846286511,-131.43792347101356,-3.7441616386298393,0.7383621527034763,25.333884974812477,-24.283309113625542,"3.09","1.47",420,"108",28,"90.3",2219,"6.1",717110,593974,543309,641343,650402,518934,683011,643396,664056,519317,"54.43",0.96,1.919,"2",1,0,3,6,53,4,"Slider",5,8,8,5,9,5,9,5,"Standard","Standard",157,"-0.057","1.049"
"CH","2023-08-06","89.6","-1.18","6.11","Bregman, Alex",608324,666745,"field_out","hit_into_play",,,,,5,"Alex Bregman flies out to right fielder Giancarlo Stanton.","R","R","R","NYY","HOU","X",9,"fly_ball",1,1,2023,"-1.23","0.43","-0.18","2.31",,455117,514888,0,5,"Top",188.01,115.04,,,543309,,,5.0877328037657135,-130.432032735423,-4.337959210214595,-15.148194697880433,26.304562950188238,-26.548196369963204,"3.11","1.48",260,"79.3",31,"89.9",1551,"6.4",717110,666745,543309,641343,650402,518934,683011,643396,664056,519317,"54.14",0.114,0.121,"0",1,0,0,3,41,3,"Changeup",5,5,5,5,5,5,5,5,"Standard","Standard",235,"0.065","-0.445"
"CH","2023-08-06","90.5","0.53","5.96","Meyers, Jake",676694,593974,"home_run","hit_into_play",,,,,5,"Jake Meyers homers (9) on a fly ball to left center field.   Chas McCormick scores.    Jeremy Pena scores.","R","R","L","NYY","HOU","X",,"fly_ball",0,0,2023,"1.19","1","-0.08","2.27",676801,,665161,1,6,"Top",63.06,39.53,,,543309,,,-4.001296298433187,-131.73930293796516,-5.3942202339846865,14.67864398845899,26.424435263130412,-19.566342999152063,"3.16","1.52",423,"104.4",33,"89.9",2181,"5.8",717110,593974,543309,641343,650402,518934,683011,643396,664056,519317,"54.72",0.714,1.422,"2",1,0,3,6,52,1,"Changeup",5,5,5,5,8,5,8,5,"Standard","Standard",128,"-0.263","2.089"
"FS","2023-08-06","84.1","-1.55","6.09","Stanton, Giancarlo",519317,593576,"field_out","hit_into_play",,,,,8,"Giancarlo Stanton flies out sharply to left fielder Yordan Alvarez.","R","R","R","NYY","HOU","X",7,"fly_ball",1,2,2023,"-0.54","-0.03","-0.27","2.29",,,650402,1,8,"Bot",73.19,90.69,,,455117,,,4.008193400344492,-122.36635893254171,-2.2715758029511877,-6.227185172681876,27.50078662732767,-32.23464606418856,"3.71","1.77",298,"100.5",44,"83.4",1134,"6.2",717110,593576,455117,547989,514888,608324,665161,670541,676694,676801,"54.33",0.057,0.087,"0",1,0,0,3,75,4,"Split-Finger",6,9,6,9,9,6,6,9,"Standard","Standard",250,"-0.032","-0.218"
"FF","2023-08-06","94.8","-1.02","6.36","Torres, Gleyber",650402,664353,"home_run","hit_into_play",,,,,12,"Gleyber Torres homers (18) on a fly ball to right center field.","R","R","R","NYY","HOU","X",,"fly_ball",2,2,2023,"-0.45","1.52","0.77","3.36",,,,2,1,"Bot",181.36,63.52,,,455117,,,5.622984720797987,-137.91947536255122,-5.495397464997398,-7.022475031442247,31.75140005068581,-11.81663488240102,"3.19","1.47",363,"99.7",25,"93.9",2304,"5.8",717110,664353,455117,547989,514888,608324,665161,670541,676694,676801,"54.67",0.546,0.9,"2",1,0,3,6,6,7,"4-Seam Fastball",0,0,0,0,0,1,1,0,"Standard","Standard",203,"0.107","1.016"
"SI","2023-08-06","97.5","-1.03","6.21","Meyers, Jake",676694,666745,"field_out","hit_into_play",,,,,1,"Jake Meyers flies out to second baseman Gleyber Torres.","R","R","R","NYY","HOU","X",4,"fly_ball",0,0,2023,"-1.09","0.73","-0.62","2.91",,,,2,4,"Top",165.69,137.53,,,543309,,,3.579194681832724,-141.91074569657238,-5.063824793418461,-15.54130503005384,31.277587650400815,-21.3962012569939,"3.16","1.52",186,"80.5",57,"97.6",2130,"6.3",717110,666745,543309,641343,650402,518934,683011,643396,664056,519317,"54.24",0.043,0.052,"0",1,0,0,3,28,1,"Sinker",1,5,5,1,5,1,5,1,"Standard","Standard",219,"0.005","-0.106"
"FF","2023-08-06","94.5","-1.47","5.73","Torres, Gleyber",650402,641585,"field_out","hit_into_play",,,,,3,"Gleyber Torres flies out sharply to center fielder Jake Meyers.","R","R","R","NYY","HOU","X",8,"fly_ball",3,2,2023,"0.13","1.33","0.65","2.96",683011,641343,592450,2,4,"Bot",162.61,58.29,,,455117,,,5.204880138308629,-137.50403482315778,-4.484213109601965,0.491420568248932,29.700375255342486,-14.476076510747456,"3.19","1.47",359,"101.4",33,"94.2",2561,"6.1",717110,641585,455117,547989,514888,608324,665161,670541,676694,676801,"54.45",0.48,0.928,"0",1,0,0,6,38,8,"4-Seam Fastball",5,5,5,5,5,5,5,5,"Standard","Standard",201,"-0.086","-0.823"
"FF","2023-08-06","96.6","1.78","6.61","Alvarez, Yordan",670541,607074,"field_out","hit_into_play",,,,,12,"Yordan Alvarez flies out to left fielder Isiah Kiner-Falefa.","R","L","L","NYY","HOU","X",7,"fly_ball",0,0,2023,"0.53","1.61","0.13","3.72",,,,2,1,"Top",69.06,110.78,,,543309,,,-5.609531253433589,-140.51708421229478,-5.816786880712783,8.315782740932091,32.22670345774205,-9.672194798475484,"3.46","1.7",261,"91.4",49,"96.5",2484,"6.3",717110,607074,543309,641343,650402,518934,683011,643396,664056,519317,"54.21",0.003,0.003,"0",1,0,0,3,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",153,"0.01","-0.106"
"SI","2023-08-06","96.3","1.81","5.92","Tucker, Kyle",663656,593974,"field_out","hit_into_play",,,,,9,"Kyle Tucker flies out sharply to right fielder Giancarlo Stanton.","R","L","L","NYY","HOU","X",9,"fly_ball",0,0,2023,"1.26","0.91","0.75","1.92",,455117,514888,2,5,"Top",167.49,67.21,,,543309,,,-5.6063231423655235,-139.98277807134752,-7.018969486190296,17.892747334942815,32.05682454281373,-18.800889854252645,"3.52","1.66",342,"102",43,"95.3",2193,"5.8",717110,593974,543309,641343,650402,518934,683011,643396,664056,519317,"54.71",0.097,0.162,"0",1,0,0,3,43,1,"Sinker",5,5,5,5,5,5,5,5,"Infield shade","Standard",129,"0.058","-0.471"
"SL","2023-08-06","88.8","-2.35","5.68","Volpe, Anthony",683011,650556,"field_out","hit_into_play",,,,,4,"Anthony Volpe flies out to center fielder Jake Meyers.","R","R","R","NYY","HOU","X",8,"fly_ball",0,0,2023,"0.36","0.4","-0.32","2.43",518934,643396,664056,2,8,"Bot",143.45,50.73,,,455117,,,4.232010410837867,-129.20216168692707,-2.6780931591968047,3.0607070473003315,29.836233856812605,-27.390086252335447,"3.2","1.57",370,"98.2",28,"88.9",2749,"6.6",717110,650556,455117,547989,514888,608324,665161,670541,676694,676801,"53.91",0.411,0.693,"0",1,0,0,6,79,1,"Slider",7,9,7,9,9,7,7,9,"Standard","Standard",78,"-0.15","-0.775"
"FF","2023-08-06","94.1","-1.2","6.28","Bauers, Jake",641343,664353,"field_out","hit_into_play",,,,,5,"Jake Bauers flies out sharply to center fielder Jake Meyers.","R","L","R","NYY","HOU","X",8,"fly_ball",1,0,2023,"-0.5","1.5","-0.06","2.49",,,,0,1,"Bot",119.02,58.53,,,455117,,,4.049607083108225,-136.84306175189695,-7.433617556902053,-7.127334983305943,30.56654481508038,-11.837167863568183,"3.46","1.65",348,"100.9",40,"93.6",2209,"6.1",717110,664353,455117,547989,514888,608324,665161,670541,676694,676801,"54.43",0.129,0.22,"0",1,0,0,5,4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",204,"-0.021","-0.275"
"FF","2023-08-06","96.4","1.98","6.62","Altuve, Jose",514888,607074,"field_out","hit_into_play",,,,,2,"Jose Altuve flies out to center fielder Harrison Bader.","R","R","L","NYY","HOU","X",8,"fly_ball",0,0,2023,"0.62","1.41","0.19","2.69",,,,0,1,"Top",151.78,73.34,,,543309,,,-6.124572291904429,-140.1460723758438,-8.050437511095604,9.576442231518907,31.957534902189536,-11.904943758591791,"2.86","1.29",318,"92.8",46,"96",2479,"6.2",717110,607074,543309,641343,650402,518934,683011,643396,664056,519317,"54.35",0.006,0.005,"0",1,0,0,3,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",156,"0.022","-0.238"
"FF","2023-08-05","92.8","-1.46","7.13","Rortvedt, Ben",666163,434378,"field_out","hit_into_play",,,,,12,"Ben Rortvedt flies out to right fielder Kyle Tucker.","R","L","R","NYY","HOU","X",9,"fly_ball",0,0,2023,"-0.71","1.58","0.06","3.62",,,,1,7,"Bot",192.39,86.91,,,455117,,,5.38601291203856,-134.92000415026257,-6.54739429930123,-9.937867091105577,32.358702769981335,-11.705816821240088,"3.2","1.48",322,"93.5",42,"91.8",2406,"5.9",717126,434378,455117,666197,514888,608324,665161,676801,643289,663656,"54.55",0.02,0.036,"0",1,0,0,3,51,1,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard",201,"-0.014","-0.169"
"FF","2023-08-05","92.4","-1.51","7.12","Volpe, Anthony",683011,434378,"field_out","hit_into_play",,,,,5,"Anthony Volpe flies out to right fielder Kyle Tucker.","R","R","R","NYY","HOU","X",9,"fly_ball",2,0,2023,"-0.82","1.44","-0.14","2.58",,,,0,7,"Bot",169.83,108.18,,,455117,,,5.216595848712936,-134.2320305900016,-8.763247891937581,-11.017143274169184,30.926737683950616,-12.964750083055115,"3.23","1.58",252,"79.9",45,"91.3",2357,"5.8",717126,434378,455117,666197,514888,608324,665161,676801,643289,663656,"54.66",0.023,0.021,"0",1,0,0,3,50,3,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard",206,"-0.018","-0.339"
"CH","2023-08-05","86.6","-1.66","6.94","Judge, Aaron",592450,434378,"field_out","hit_into_play",,,,,5,"Aaron Judge flies out sharply to center fielder Mauricio Dubon.","R","R","R","NYY","HOU","X",8,"fly_ball",3,2,2023,"-1.32","0.6","-0.11","2.96",,,,1,5,"Bot",114.5,37.89,,,455117,,,6.367593612521426,-125.9856213962237,-4.556110169877252,-15.370520262593985,23.189615196058718,-25.015526479460526,"3.91","1.87",399,"105.4",26,"86.5",1829,"6.1",717126,434378,455117,666197,514888,608324,665161,676801,643289,663656,"54.45",0.943,1.848,"0",1,0,0,6,37,6,"Changeup",2,1,2,1,1,2,2,1,"Infield shade","Standard",235,"-0.015","-0.207"
"SL","2023-08-05","84.8","-1.57","7.1","Bauers, Jake",641343,434378,"home_run","hit_into_play",,,,,8,"Jake Bauers homers (11) on a fly ball to right field.","R","L","R","NYY","HOU","X",,"fly_ball",1,0,2023,"0.42","0.48","-0.05","1.86",,,,1,5,"Bot",216.74,59.24,,,455117,,,2.6866511280122842,-123.44028310198924,-6.837672365067234,3.777453892987284,23.807890703678215,-26.098361270041174,"3.44","1.65",410,"105.5",33,"83.8",2520,"5.5",717126,434378,455117,666197,514888,608324,665161,676801,643289,663656,"54.95",0.766,1.51,"2",1,0,3,6,36,2,"Slider",1,1,1,1,1,2,2,1,"Infield shade","Standard",152,"0.156","0.975"
"FF","2023-08-05","93.7","-1.59","7.06","Judge, Aaron",592450,434378,"field_out","hit_into_play",,,,,6,"Aaron Judge flies out sharply to right fielder Kyle Tucker.","R","R","R","NYY","HOU","X",9,"fly_ball",0,0,2023,"-0.75","1.63","0.33","3.12",,,,0,3,"Bot",220.84,104.89,,,455117,,,6.568299964336917,-136.13310805702372,-7.9534248400022864,-10.803662813858615,31.431506077113713,-10.33103045951569,"3.91","1.87",328,"105",47,"92.7",2464,"5.9",717126,434378,455117,666197,514888,608324,665161,676801,643289,663656,"54.58",0.091,0.165,"0",1,0,0,3,22,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",207,"-0.025","-0.238"
"FC","2023-08-05","88.2","1.76","5.43","Altuve, Jose",514888,641482,"home_run","hit_into_play",,,,,5,"Jose Altuve homers (8) on a fly ball to left field.","R","R","L","NYY","HOU","X",,"fly_ball",1,2,2023,"-0.41","0.63","0.12","2.09",,,,2,3,"Top",41.27,59.2,,,666163,,,-3.1136605672144286,-128.35184330637324,-3.269565239295999,-3.8045525117615653,28.31579259858009,-24.722502092864826,"2.84","1.28",403,"105.7",30,"87.1",2439,"5.8",717126,641482,666163,641343,650402,518934,683011,643396,664056,592450,"54.74",0.886,1.752,"2",1,0,3,6,20,5,"Cutter",1,0,0,1,1,1,1,1,"Standard","Standard",180,"-0.118","1.032"
"FC","2023-08-05","86.3","1.6","5.66","Kessinger, Grae",666197,641482,"field_out","hit_into_play",,,,,8,"Grae Kessinger flies out to left fielder Isiah Kiner-Falefa.","R","R","L","NYY","HOU","X",7,"fly_ball",2,0,2023,"0.07","0.99","-0.21","1.89",,,,0,3,"Top",76.66,94.82,,,666163,,,-4.4198232803822535,-125.66946108475253,-4.772590151401177,1.5771038807779152,23.618202507045652,-20.913843393858752,"3.28","1.56",286,"85.2",40,"85.8",2350,"5.7",717126,641482,666163,641343,650402,518934,683011,643396,664056,592450,"54.75",0.001,0,"0",1,0,0,3,18,3,"Cutter",1,0,0,1,0,1,0,1,"Standard","Standard",163,"0.026","-0.339"
