,year,wavgwRC+,medianwRC+
0,1962.0,83.28256213900966,73.0
1,1963.0,85.5138163759073,78.0
2,1964.0,79.07624506903353,75.0
3,1965.0,87.71880865974222,77.0
4,1966.0,80.70949510173322,74.5
5,1967.0,86.88512165935381,73.0
6,1968.0,87.76270973417962,81.0
7,1969.0,84.20231442559714,75.0
8,1970.0,76.0775671649458,62.0
9,1971.0,88.37939110070256,82.5
10,1972.0,82.74127937066555,77.0
11,1973.0,89.32965188674136,78.0
12,1974.0,87.17244371595237,75.0
13,1975.0,90.44664817625203,75.0
14,1976.0,87.06018518518519,81.0
15,1977.0,80.52239928547925,67.5
16,1978.0,85.44858539336404,72.5
17,1979.0,87.34582321061484,73.0
18,1980.0,83.99314685314687,73.0
19,1981.0,85.95762052877139,78.5
20,1982.0,86.66169924520999,78.0
21,1983.0,89.89194621237498,78.0
22,1984.0,90.8049930514195,85.0
23,1985.0,93.94988981005353,82.0
24,1986.0,89.96887400154598,75.0
25,1987.0,89.02212765957447,83.0
26,1988.0,89.49477212466856,83.0
27,1989.0,93.94545699407433,85.0
28,1990.0,92.69650554893148,80.0
29,1991.0,94.52820842124575,82.5
30,1992.0,95.99429600720505,85.5
31,1993.0,92.68079214567425,81.0
32,1994.0,92.03751403083831,84.0
33,1995.0,86.22933992301478,72.0
34,1996.0,84.17334498579855,72.0
35,1997.0,90.29530697789102,82.0
36,1998.0,90.77492788648945,76.0
37,1999.0,92.58571212807733,80.5
38,2000.0,90.22689553256792,81.0
39,2001.0,90.63859580309865,79.0
40,2002.0,88.46646088092128,76.0
41,2003.0,88.58556579721514,77.0
42,2004.0,88.86186048291432,77.0
43,2005.0,94.43030881125551,86.0
44,2006.0,89.81018682399213,83.0
45,2007.0,94.58107377365779,83.0
46,2008.0,94.63001341881616,86.0
47,2009.0,94.30265841088575,82.5
48,2010.0,93.22556792193932,82.0
49,2011.0,90.24413424413424,75.0
50,2012.0,88.04924865216228,75.0
51,2013.0,90.48675057300254,81.0
52,2014.0,87.72430587513422,77.0
53,2015.0,92.5629509921828,91.0
54,2016.0,101.185940149036,82.5
55,2017.0,93.19360977930681,74.5
56,2018.0,93.20156356220258,75.5
57,2019.0,94.42292265644413,86.0
58,2020.0,90.94615092908606,80.0
59,2021.0,93.97533506767215,77.0
60,2022.0,95.34667644695936,83.5
