pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,9/4/2023,97.5,1.15,6.3,"Thompson, Trayce",572204,666142,field_out,hit_into_play,,,,,5,Trayce Thompson flies out to right fielder Nelson Velazquez.,R,R,L,KC,CWS,X,9,fly_ball,2,2,2023,1.07,1.2,0.14,2.61,,,,1,3,Top,194.59,108.83,,,666023,,,-5.1253868,-141.833174,-7.11630698,15.569819301573773,33.08786183545627,-14.58039389,3.32,1.66,281,89.4,48,96.8,2599,5.9,716681,666142,666023,521692,686681,679845,672580,669004,671221,676369,54.57,0.006,0.007,0,1,0,0,3,17,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,138,0.017,-0.148
FF,9/4/2023,92.9,-1.01,6.14,"Loftin, Nick",679845,669947,field_out,hit_into_play,,,,,6,Nick Loftin flies out to center fielder Trayce Thompson.,R,R,R,KC,CWS,X,8,fly_ball,2,2,2023,-0.02,1.29,0.57,2.53,,,671221,2,2,Bot,150.97,60.36,,,686676,,,4.116441468804599,-135.2094346,-6.404504454,-1.025824265,26.679069749670973,-15.12784673,3.32,1.51,380,98,26,94.1,2126,6.8,716681,669947,686676,683734,672820,660162,641313,621545,572204,693049,53.72,0.366,0.566,0,1,0,0,6,15,5,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,195,-0.016,-0.202
SL,9/4/2023,84.4,-1.18,5.89,"Waters, Drew",671221,669947,single,hit_into_play,,,,,14,Drew Waters singles on a fly ball to left fielder Zach Remillard.   Michael Massey scores.,R,L,R,KC,CWS,X,7,fly_ball,0,2,2023,0.52,0.12,0.2,1.43,,686681,,2,2,Bot,66.64,131.13,,,686676,,,2.199449487470003,-123.0057849,-4.412887361,5.023368605577301,20.42830029620377,-30.35294916,3.59,1.75,212,69,36,86,2306,6.8,716681,669947,686676,683734,672820,660162,641313,621545,572204,693049,53.65,0.686,0.68,0.9,1,1,0,4,14,3,Slider,1,0,1,0,0,2,2,0,Standard,Standard,86,0.09,0.867
FC,9/4/2023,90.7,-3.47,5.11,"Colás, Oscar",693049,676092,field_out,hit_into_play,,,,,8,Oscar Colas flies out to center fielder Drew Waters.,R,L,R,KC,CWS,X,8,fly_ball,2,1,2023,0.31,0.16,0.19,2.03,,672820,,1,8,Top,103.65,65.27,,,666023,,,8.481052951,-132.0440938,-2.179178148,2.0327717335427717,24.980636457900875,-30.10749673,3.29,1.59,336,88.6,36,90.8,2414,6.1,716681,676092,666023,607461,686681,679845,622110,669004,671221,676369,54.4,0.023,0.032,0,1,0,0,3,64,4,Cutter,12,0,0,12,0,12,0,12,Standard,Standard,134,0,-0.402
FF,9/4/2023,89.2,2.7,4.55,"Velázquez, Nelson",676369,671111,field_out,hit_into_play,,,,,6,Nelson Velazquez flies out to right fielder Oscar Colas.,R,R,L,KC,CWS,X,9,fly_ball,0,1,2023,1.16,0.6,0.47,2.6,,,,1,6,Bot,205.75,115.87,,,686676,,,-7.961080896,-129.8217728,-0.124325451,14.698616115706955,23.29428646999822,-25.45646821,3.48,1.76,285,95.6,53,90,2108,6.5,716681,671111,686676,683734,672820,621545,462101,657757,572204,693049,54.02,0.009,0.01,0,1,0,0,3,52,2,4-Seam Fastball,12,0,12,0,0,12,12,0,Standard,Standard,112,0,-0.143
FF,9/4/2023,91.3,2.62,4.68,"Fermin, Freddy",666023,671111,field_out,hit_into_play,,,,,5,Freddy Fermin flies out to right fielder Oscar Colas.,R,R,L,KC,CWS,X,9,fly_ball,1,1,2023,1.17,0.66,-0.03,2.44,,,,0,6,Bot,206.22,119.41,,,686676,,,-9.146732037,-132.6441698,-1.180318893,15.717036697897457,27.582832659401323,-24.29442961,3.21,1.55,279,88.5,51,91.2,2101,6.2,716681,671111,686676,683734,672820,621545,462101,657757,572204,693049,54.27,0.011,0.014,0,1,0,0,3,51,3,4-Seam Fastball,12,0,12,0,0,12,12,0,Standard,Standard,125,0,-0.228
SI,9/4/2023,95.6,-3.51,5.13,"Sosa, Lenyn",672820,676092,double,hit_into_play,,,,,5,Lenyn Sosa doubles (4) on a sharp fly ball to center fielder Drew Waters.,R,R,R,KC,CWS,X,8,fly_ball,0,1,2023,-0.81,0.3,-0.14,2.59,,,,1,8,Top,165.6,39.94,,,666023,,,10.602670916062502,-138.8576646,-1.743499774,-12.7355919,29.760927730134835,-28.11890187,3.34,1.61,404,102.8,26,95,2527,6,716681,676092,666023,607461,686681,679845,622110,669004,671221,676369,54.54,0.82,1.536,1.25,1,1,1,6,63,2,Sinker,12,0,0,12,0,12,0,12,Standard,Standard,243,0,0.444
ST,9/4/2023,74.4,2.85,4.39,"Melendez, MJ",669004,671111,field_out,hit_into_play,,,,,13,MJ Melendez flies out to center fielder Trayce Thompson.,R,L,L,KC,CWS,X,8,fly_ball,2,0,2023,-1.35,0.3,-0.99,2.35,,,,2,5,Bot,106.8,95.57,,,686676,,,-5.516308184,-108.2405542,2.4936163370581825,-9.677507564,18.285673066432633,-30.44135594,3.32,1.66,262,92.2,52,74.5,2386,6.3,716681,671111,686676,683734,672820,660162,641313,621545,572204,693049,54.17,0.003,0.003,0,1,0,0,3,46,3,Sweeper,12,0,12,0,0,12,12,0,Standard,Standard,277,0,-0.144
SI,9/4/2023,93.9,-2.56,5.42,"Velázquez, Nelson",676369,679346,field_out,hit_into_play,,,,,5,Nelson Velazquez flies out to right fielder Oscar Colas.,R,R,R,KC,CWS,X,9,fly_ball,1,0,2023,-1.18,0.47,0.06,2.53,,,,2,8,Bot,175.92,56.17,,,686676,,,9.456748589507168,-136.4548308,-2.812650889,-16.80253906,28.957379118927253,-25.8560693,3.48,1.76,374,100,33,94.6,2110,6.7,716681,679346,686676,683734,672820,621545,462101,657757,572204,693049,53.79,0.397,0.727,0,1,0,0,6,69,2,Sinker,12,1,12,1,1,12,12,1,Standard,Standard,233,0,-0.122
FF,9/4/2023,91.1,2.49,4.64,"Olivares, Edward",658668,671111,home_run,hit_into_play,,,,,5,Edward Olivares homers (8) on a fly ball to center field.   Maikel Garcia scores.,R,R,L,KC,CWS,X,,fly_ball,0,2,2023,1.15,0.73,-0.23,2.35,,672580,,1,5,Bot,83.84,30.61,,,686676,,,-9.333490735,-132.4295801,-1.501028817,15.439303533091312,24.710473048114782,-23.39853435,3.56,1.73,428,107,25,92,2144,6.6,716681,671111,686676,683734,672820,660162,641313,621545,572204,693049,53.89,0.957,1.858,2,1,0,3,6,44,5,4-Seam Fastball,10,0,10,0,0,12,12,0,Standard,Standard,126,0,1.712
FF,9/4/2023,94.7,-1.1,6.17,"Olivares, Edward",658668,669947,home_run,hit_into_play,,,,,2,Edward Olivares homers (7) on a fly ball to left center field.,R,R,R,KC,CWS,X,,fly_ball,3,2,2023,-0.55,1.2,-0.02,3.12,,,,1,1,Bot,62.72,49.52,,,686676,,,4.078753392728101,-137.8033637,-5.019027871,-7.875237011,30.414193631755666,-15.91328512,3.56,1.73,401,102.8,31,95.7,2062,6.8,716681,669947,686676,683734,672820,660162,641313,621545,572204,693049,53.66,0.717,1.424,2,1,0,3,6,5,6,4-Seam Fastball,0,0,0,0,0,1,1,0,Standard,Standard,200,0.104,0.962
FF,9/4/2023,92.3,-1.12,6.17,"Garcia, Maikel",672580,669947,field_out,hit_into_play,,,,,5,Maikel Garcia flies out to center fielder Trayce Thompson.,R,R,R,KC,CWS,X,8,fly_ball,1,0,2023,-0.28,1.25,0.01,2.88,,,,0,1,Bot,141.62,83.22,,,686676,,,3.512694372976956,-134.4556371,-5.414061461,-4.100729274,24.729311463434534,-15.95477853,3.53,1.71,291,98.8,50,93.7,2045,6.7,716681,669947,686676,683734,672820,660162,641313,621545,572204,693049,53.78,0.011,0.012,0,1,0,0,3,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,194,-0.021,-0.275
SL,9/3/2023,78.1,-1.19,6.17,"Verdugo, Alex",657077,425844,field_out,hit_into_play,,,,,5,Alex Verdugo flies out to right fielder Nelson Velazquez.,R,L,R,KC,BOS,X,9,fly_ball,3,2,2023,1.27,0.13,-0.13,2.38,,,,1,5,Top,153.31,96.04,,,521692,,,-0.05392635,-113.7814489,-1.501199313,11.035627693503669,21.777059737335982,-30.97767375,3.56,1.6,265,89.3,49,77.4,2437,5.8,716739,425844,521692,622110,679845,672580,677951,669392,680118,676369,54.69,0.003,0.003,0,1,0,0,3,34,6,Slider,0,3,3,0,3,0,3,0,Infield shade,Standard,73,0.009,-0.207
SL,9/3/2023,77.9,3.33,5.35,"Blanco, Dairon",680118,519242,field_out,hit_into_play,,,,,3,Dairon Blanco flies out to right fielder Alex Verdugo.,R,R,L,KC,BOS,X,9,fly_ball,1,2,2023,-0.84,-0.55,0.69,2.98,,,,1,3,Bot,175.75,139.27,,,657136,,,-4.107412455,-113.2950167,2.8241405395482007,-6.411375756,21.264568868165526,-37.68998003,3.45,1.58,195,84.4,60,77.4,2209,6,716739,519242,657136,671213,665839,646240,596115,807799,594807,657077,54.46,0.014,0.015,0,1,0,0,3,20,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,322,-0.017,-0.119
CU,9/3/2023,68.1,-0.67,6.41,"Wong, Connor",657136,425844,field_out,hit_into_play,,,,,5,Connor Wong flies out to left fielder Samad Taylor.,R,R,R,KC,BOS,X,7,fly_ball,1,2,2023,0.68,-1.17,-0.14,2.21,,,,0,5,Top,59.9,93.36,,,521692,,,-0.099355297,-99.17978829,1.8512047583822988,4.506786157352975,15.900063135693083,-40.4123343,3.17,1.38,307,86.4,44,67.7,2321,5.9,716739,425844,521692,622110,679845,672580,677951,669392,680118,676369,54.57,0.017,0.024,0,1,0,0,3,33,5,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,34,0.011,-0.173
FF,9/3/2023,91.8,3.39,5.14,"Taylor, Samad",669392,519242,field_out,hit_into_play,,,,,5,Samad Taylor flies out to center fielder Adam Duvall.,R,R,L,KC,BOS,X,8,fly_ball,2,2,2023,1.13,0.79,-0.07,2.06,,,,0,3,Bot,120.87,39.75,,,657136,,,-11.18236791,-133.2109661,-3.583134647,15.970243099204666,30.37896901998901,-22.11067903,3.26,1.48,393,95.7,30,91.3,2210,6.3,716739,519242,657136,671213,665839,646240,596115,807799,594807,657077,54.21,0.234,0.376,0,1,0,0,5,19,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,122,-0.025,-0.214
CH,9/3/2023,87,-1.45,6.16,"Yoshida, Masataka",807799,425844,home_run,hit_into_play,,,,,9,Masataka Yoshida homers (14) on a fly ball to center field.   Justin Turner scores.    Triston Casas scores.,R,L,R,KC,BOS,X,,fly_ball,1,1,2023,-1.02,0.27,0.29,1.89,457759,671213,,1,4,Top,162.94,35.21,,,521692,,,6.177757935974155,-126.6099475,-4.625162804,-12.18299317,24.331782332231906,-28.56161149,3.28,1.43,415,103,22,86.2,1828,5.7,716739,425844,521692,622110,679845,672580,677951,669392,680118,676369,54.84,0.637,0.92,2,1,0,3,6,26,3,Changeup,0,0,0,0,3,0,3,0,Strategic,Standard,230,-0.205,1.912
FF,9/3/2023,93.9,3.26,5.36,"Loftin, Nick",679845,519242,field_out,hit_into_play,,,,,2,Nick Loftin flies out to right fielder Alex Verdugo.,R,R,L,KC,BOS,X,9,fly_ball,2,2,2023,0.87,1.31,-0.12,3.35,,,,2,2,Bot,185.18,136.85,,,657136,,,-10.62173737,-136.3196686,-2.323602662,13.237842145572932,30.393753805064247,-15.57133349,3.32,1.51,215,75.9,52,93.4,2140,6.1,716739,519242,657136,671213,665839,646240,596115,807799,594807,657077,54.36,0.066,0.067,0,1,0,0,3,14,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,117,-0.011,-0.09
SL,9/3/2023,78.6,-1.33,6.06,"Casas, Triston",671213,425844,double,hit_into_play,,,,,8,Triston Casas doubles (20) on a fly ball to center fielder Dairon Blanco.   Justin Turner to 3rd.,R,L,R,KC,BOS,X,8,fly_ball,3,2,2023,1.31,0.18,0.15,1.83,,,457759,0,4,Top,65.52,63.15,,,521692,,,0.7614264455761245,-114.5547097,-2.651518036,11.403663976641717,21.673978884732623,-30.34068129,3.82,1.8,379,103.2,41,78.3,2454,6.1,716739,425844,521692,622110,679845,672580,677951,669392,680118,676369,54.44,0.197,0.361,1.25,1,1,1,5,24,6,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,70,-0.127,0.986
FF,9/3/2023,91.3,1.77,6.4,"Devers, Rafael",646240,680735,field_out,hit_into_play,,,,,3,Rafael Devers flies out to right fielder Nelson Velazquez.   Rob Refsnyder to 3rd.,R,L,L,KC,BOS,X,9,fly_ball,1,0,2023,0.35,1.42,0.77,3.06,,608701,,0,7,Top,184.45,96.55,,,521692,,,-3.243627053,-132.8312004,-5.534905914,4.818556936110727,28.549863435924856,-14.40232894,3.41,1.53,336,104,47,90.7,1960,5.9,716739,680735,521692,679845,686681,672580,677951,669392,680118,676369,54.56,0.071,0.122,0,1,0,0,3,53,2,4-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,168,0.001,-0.411
SL,9/3/2023,74.6,3.28,5.22,"Velázquez, Nelson",676369,519242,field_out,hit_into_play,,,,,6,Nelson Velazquez flies out to left fielder Masataka Yoshida.,R,R,L,KC,BOS,X,7,fly_ball,3,2,2023,-0.83,-0.66,0.63,2.32,,,,0,2,Bot,64.9,83.64,,,657136,,,-3.953691507,-108.5119972,2.434584423086548,-5.761859563,20.340060112207976,-38.0713599,3.47,1.76,323,85.5,35,73.9,2171,5.9,716739,519242,657136,671213,665839,646240,596115,807799,594807,657077,54.59,0.02,0.026,0,1,0,0,3,12,7,Slider,0,0,0,0,0,0,0,0,Standard,Standard,315,-0.023,-0.317
FC,9/3/2023,93.1,-3.08,5.97,"Witt Jr., Bobby",677951,445276,field_out,hit_into_play,,,,,5,Bobby Witt Jr.  flies out to right fielder Adam Duvall.,R,R,R,KC,BOS,X,9,fly_ball,0,0,2023,-0.28,1.44,0.07,2.49,,680118,,2,9,Bot,195.92,71,,,657136,,,8.735564037,-135.3442255,-6.344201556,-5.227797652,28.078725754995165,-13.29219344,3.53,1.69,360,97.4,30,93.7,2518,6.6,716739,445276,657136,671213,649966,646240,596115,608701,678882,594807,53.9,0.32,0.551,0,1,0,0,5,77,1,Cutter,3,7,3,7,7,3,3,7,Standard,Standard,197,-0.005,-0.327
FC,9/3/2023,93.7,-2.83,6.02,"Garcia, Maikel",672580,445276,field_out,hit_into_play,,,,,1,Maikel Garcia flies out to left fielder Rob Refsnyder.,R,R,R,KC,BOS,X,7,fly_ball,2,2,2023,-0.23,1.48,-0.47,3.29,,680118,,1,9,Bot,76.2,60.91,,,657136,,,6.6314549444131625,-136.327815,-4.597130976,-4.309350789,29.47569834030416,-12.90130308,3.57,1.75,362,92.4,34,94.1,2516,6.5,716739,445276,657136,671213,649966,646240,596115,608701,678882,594807,54,0.051,0.082,0,1,0,0,3,76,7,Cutter,3,7,3,7,7,3,3,7,Standard,Standard,201,-0.013,-0.292
CH,9/3/2023,83.9,3.58,4.69,"Olivares, Edward",658668,519242,single,hit_into_play,,,,,9,Edward Olivares singles on a fly ball to center fielder Adam Duvall.,R,R,L,KC,BOS,X,8,fly_ball,0,1,2023,1.56,0.23,0.49,1.62,,,,2,1,Bot,99.56,98.66,,,657136,,,-10.21041984,-121.7697633,-1.162081702,17.484203800866666,21.860107606195292,-29.88220363,3.56,1.73,250,72.8,29,84,2006,6.3,716739,519242,657136,671213,665839,646240,596115,807799,594807,657077,54.2,0.651,0.619,0.9,1,1,0,4,6,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,88,0.012,0.15
FC,9/3/2023,84.3,2.02,6.34,"Yoshida, Masataka",807799,680735,field_out,hit_into_play,,,,,4,Masataka Yoshida flies out to center fielder Dairon Blanco.,R,L,L,KC,BOS,X,8,fly_ball,2,1,2023,-0.48,0.16,-0.54,2.12,,,,0,6,Top,138.46,64.59,,,521692,,,-4.944941973,-122.6255934,-3.709897355,-3.79102458,24.708896440119954,-30.02850948,3.28,1.43,335,84.6,30,83.5,2367,5.8,716739,680735,521692,622110,679845,672580,677951,669392,680118,676369,54.71,0.037,0.039,0,1,0,0,3,43,4,Cutter,0,4,4,0,4,0,4,0,Infield shade,Standard,245,0.007,-0.281
FF,9/3/2023,98.9,-1.44,5.95,"Wong, Connor",657136,672578,field_out,hit_into_play,,,,,6,Connor Wong flies out to right fielder Nelson Velazquez.,R,R,R,KC,BOS,X,9,fly_ball,3,2,2023,-0.72,1.33,0.65,2.42,,,665839,0,9,Top,208.79,102.89,,,521692,,,7.402849345067718,-143.7996148,-7.350235847,-11.63146487,30.49031690083906,-12.16525509,3.17,1.38,312,99,46,99.5,2570,6.5,716739,672578,521692,679845,686681,672580,677951,680118,671221,676369,54.02,0.029,0.043,0,1,0,0,3,68,6,4-Seam Fastball,1,6,6,1,6,1,6,1,Standard,Standard,215,0,-0.455
CU,9/3/2023,81.5,-2.49,5.77,"Casas, Triston",671213,663704,field_out,hit_into_play,,,,,14,Triston Casas flies out sharply to center fielder Dairon Blanco.,R,L,R,KC,BOS,X,8,fly_ball,1,2,2023,1.31,-0.78,0.4,1.59,,,,2,7,Top,84.07,59.78,,,521692,,,3.9610325842222056,-118.6038402,-1.179033088,11.27070413825773,26.608119200941648,-39.43596754,3.82,1.8,359,105.5,44,80.8,2873,6.2,716739,663704,521692,679845,686681,672580,677951,669392,680118,676369,54.32,0.206,0.401,0,1,0,0,5,55,6,Curveball,1,6,6,1,6,1,6,1,Infield shade,Standard,54,0.001,-0.074
FF,9/3/2023,90,1.83,6.34,"Duvall, Adam",594807,680735,home_run,hit_into_play,,,,,2,Adam Duvall homers (19) on a fly ball to left field.,R,R,L,KC,BOS,X,,fly_ball,3,0,2023,0.49,1.35,0,2.99,,,,0,6,Top,5.44,79.26,,,521692,,,-5.541516897,-130.9766466,-5.178470136,6.813207675218223,27.40875880219557,-15.72084286,3.4,1.57,416,106,37,89.4,1979,5.9,716739,680735,521692,622110,679845,672580,677951,669392,680118,676369,54.59,0.634,1.278,2,1,0,3,6,42,4,4-Seam Fastball,0,3,3,0,4,0,4,0,Standard,Standard,175,-0.054,0.765
SI,9/3/2023,95.4,-1.67,5.41,"Melendez, MJ",669004,661440,field_out,hit_into_play,,,,,5,MJ Melendez flies out to left fielder Masataka Yoshida.,R,L,R,KC,BOS,X,7,fly_ball,0,1,2023,-1.23,0.82,-0.24,2.24,,,677951,0,6,Bot,66.15,60.25,,,657136,,,6.546315668734174,-138.7881567,-4.617421855,-17.34079842,28.601342787810108,-20.68509293,3.32,1.66,373,97.6,36,95.8,2081,6.4,716739,661440,657136,671213,665839,646240,596115,807799,594807,657077,54.13,0.186,0.327,0,1,0,0,5,47,2,Sinker,0,4,0,4,4,0,0,4,Infield shade,Standard,219,-0.03,-0.307
FC,9/3/2023,94,-2.93,6.04,"Waters, Drew",671221,445276,single,hit_into_play,,,,,5,Drew Waters singles on a fly ball to left fielder Rob Refsnyder.   Nick Loftin to 3rd.,R,L,R,KC,BOS,X,7,fly_ball,0,0,2023,-0.03,1.38,0.08,2.62,,679845,,1,9,Bot,58.16,128.72,,,657136,,,7.861617365605325,-136.6775642,-6.248280082,-1.876401746,26.471843299504744,-13.63618302,3.59,1.75,234,73.7,44,94.6,2588,6.4,716739,445276,657136,671213,649966,646240,596115,608701,678882,594807,54.11,0.183,0.183,0.9,1,1,0,3,74,1,Cutter,1,7,1,7,7,1,1,7,Infield shade,Standard,191,0.003,0.666
FC,9/3/2023,95.4,-2.67,6.12,"Loftin, Nick",679845,445276,double,hit_into_play,,,,,12,Nick Loftin doubles (2) on a fly ball to center fielder Ceddanne Rafaela.,R,R,R,KC,BOS,X,8,fly_ball,1,2,2023,-0.19,1.53,0.03,3.59,,,,1,9,Bot,172.09,47.23,,,657136,,,7.547600115328509,-138.8513352,-4.504892518,-4.003420106,29.023766394801537,-11.4844274,3.32,1.51,392,98.7,29,95.9,2540,6.4,716739,445276,657136,671213,649966,646240,596115,608701,678882,594807,54.09,0.506,0.915,1.25,1,1,1,6,73,4,Cutter,1,7,1,7,7,1,1,7,Standard,Standard,198,0.002,0.468
CU,9/3/2023,71.4,-1.24,6.14,"Duvall, Adam",594807,425844,field_out,hit_into_play,,,,,14,Adam Duvall flies out to center fielder Dairon Blanco.,R,R,R,KC,BOS,X,8,fly_ball,0,1,2023,1.05,-0.9,0.93,2.27,,,,1,2,Top,85.26,55.9,,,521692,,,2.478216674616027,-103.8523889,1.4581285605022047,7.097013818652317,18.497518282279046,-39.16332679,3.4,1.57,367,95.4,39,70.5,2358,5.8,716739,425844,521692,622110,679845,672580,677951,669392,680118,676369,54.72,0.054,0.082,0,1,0,0,3,9,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,52,0.017,-0.143
CU,9/3/2023,82.2,-2.49,5.79,"Turner, Justin",457759,663704,sac_fly,hit_into_play,,,,,5,Justin Turner out on a sacrifice fly to center fielder Dairon Blanco.   Rob Refsnyder scores.,R,R,R,KC,BOS,X,8,fly_ball,3,2,2023,1.28,-0.69,0.18,2.58,608701,,,1,7,Top,97.28,64.05,,,521692,,,3.5819276677699836,-119.6920445,0.5910968056766763,11.63913439236527,22.796178153706173,-39.11854944,3.39,1.56,341,95.7,39,83,2867,6.8,716739,663704,521692,679845,686681,672580,677951,669392,680118,676369,53.74,0.083,0.144,0,1,0,0,3,54,6,Curveball,1,5,5,1,6,1,6,1,Infield shade,Standard,39,-0.008,-0.139
SL,9/3/2023,78.3,3.44,5.28,"Garcia, Maikel",672580,519242,field_out,hit_into_play,,,,,5,Maikel Garcia flies out to center fielder Adam Duvall.,R,R,L,KC,BOS,X,8,fly_ball,1,2,2023,-0.52,-0.47,0.15,2.41,,,,0,1,Bot,136.1,55.42,,,657136,,,-6.109458053,-113.860432,1.5206136067876117,-3.38860172,20.629514634896527,-36.80997109,3.53,1.71,356,97.7,38,77.9,2271,6,716739,519242,657136,671213,665839,646240,596115,807799,594807,657077,54.46,0.157,0.296,0,1,0,0,3,4,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,295,-0.021,-0.173
FF,9/3/2023,93.8,-0.91,6.28,"Verdugo, Alex",657077,664199,field_out,hit_into_play,,,,,4,Alex Verdugo flies out to left fielder Samad Taylor.,R,L,R,KC,BOS,X,7,fly_ball,0,0,2023,-0.52,1.45,-0.66,2.55,,,,0,1,Top,79.76,118.48,,,521692,,,1.7892887166340536,-136.4962293,-7.122980478,-6.93555475,29.153167278251253,-12.63811762,3.6,1.64,232,84.4,59,93.7,2010,6.2,716739,664199,521692,622110,679845,672580,677951,669392,680118,676369,54.33,0.014,0.013,0,1,0,0,3,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,203,0.022,-0.238
FS,9/2/2023,85.3,-2.74,5.39,"Massey, Michael",686681,656557,single,hit_into_play,,,,,14,Michael Massey singles on a fly ball to center fielder Ceddanne Rafaela.,R,L,R,KC,BOS,X,8,fly_ball,2,2,2023,-1.3,0.27,0.35,1.24,,,,0,6,Bot,137.27,103.06,,,624512,,,9.869731588,-123.9109586,-4.01387749,-15.32019936,23.14053830354434,-28.81842774,3.43,1.65,227,68.2,27,85.3,1786,6.2,716750,656557,624512,671213,665839,646240,596115,594807,678882,657077,54.27,0.977,0.915,0.9,1,1,0,4,59,5,Split-Finger,1,9,1,9,9,1,1,9,Infield shade,Standard,244,0.004,0.412
FF,9/2/2023,92,-2.74,5.45,"Witt Jr., Bobby",677951,656557,field_out,hit_into_play,,,,,4,Bobby Witt Jr.  flies out to first baseman Triston Casas.,R,R,R,KC,BOS,X,3,fly_ball,1,2,2023,-0.67,0.67,-0.42,2.87,,672580,,0,5,Bot,172.51,153.69,,,624512,,,7.504251310437979,-133.9478246,-2.249891305,-9.59825214,26.73197539058517,-23.74717607,3.5,1.66,166,83.4,62,94.2,2021,7.4,716750,656557,624512,671213,665839,646240,596115,807799,594807,657077,53.13,0.006,0.005,0,1,0,0,3,50,4,4-Seam Fastball,1,8,1,8,8,1,1,8,Standard,Standard,242,-0.011,-0.239
CH,9/2/2023,86,-2.59,5.46,"Casas, Triston",671213,679525,field_out,hit_into_play,,,,,5,Triston Casas flies out to center fielder Drew Waters.,R,L,R,KC,BOS,X,8,fly_ball,0,1,2023,-1.04,0.55,-0.08,2.87,,,457759,0,3,Top,91.34,45.5,,,666023,,,8.058864818,-125.0308369,-1.041292471,-12.46748807,24.255551950213977,-26.35146939,3.8,1.76,388,98.4,32,86.3,1673,6.4,716750,679525,666023,521692,686681,672580,677951,669004,671221,676369,54.07,0.306,0.548,0,1,0,0,5,23,2,Changeup,1,3,3,1,3,1,3,1,Infield shade,Standard,233,0.026,-0.307
CH,9/2/2023,86,-2.64,5.52,"Valdez, Enmanuel",665839,679525,field_out,hit_into_play,,,,,13,Enmanuel Valdez flies out to center fielder Drew Waters.,R,L,R,KC,BOS,X,8,fly_ball,1,1,2023,-1.41,0.18,-1.12,1.98,,,,1,2,Top,122.42,95.16,,,666023,,,6.521541052173098,-125.0899078,-2.514023464,-16.17471862,25.321385430950397,-29.98480319,3.11,1.53,260,72.6,35,86.3,1833,6.5,716750,679525,666023,521692,686681,672580,677951,669004,671221,676369,53.97,0.369,0.361,0,1,0,0,3,13,3,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,240,0.009,-0.162
CU,9/2/2023,81,-1.53,6.6,"Melendez, MJ",669004,601713,home_run,hit_into_play,,,,,5,MJ Melendez homers (13) on a fly ball to right field.,R,L,R,KC,BOS,X,,fly_ball,0,0,2023,0.8,-1.5,0.2,2.42,,,,0,9,Bot,223.31,66.64,,,624512,,,2.3329661811749296,-117.792914,0.28468160271018705,6.88857572,25.76998216,-46.27274528,3.3,1.61,404,105,30,81,3056,6.7,716750,601713,624512,671213,649966,646240,596115,594807,678882,657077,53.8,0.86,1.697,2,1,0,3,6,83,1,Curveball,4,9,4,9,9,5,5,9,Standard,Standard,30,0.009,1
CU,9/2/2023,79.9,-2.45,5.83,"Story, Trevor",596115,679525,field_out,hit_into_play,,,,,5,Trevor Story flies out to shortstop Bobby Witt Jr.,R,R,R,KC,BOS,X,6,fly_ball,1,0,2023,0.63,-0.4,-0.11,2.63,,807799,,2,1,Top,95.64,120.37,,,666023,,,3.9813245237313235,-116.3823953,0.3782588834867886,5.050222510021048,20.320923429882978,-36.10299268,3.36,1.57,212,78.3,54,80.2,2489,6.3,716750,679525,666023,521692,686681,672580,677951,669004,671221,676369,54.23,0.049,0.049,0,1,0,0,3,7,2,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,47,0.02,-0.35
