,year,wavgwRC+,medianwRC+
0,1962.0,110.20833075063535,100.0
1,1963.0,103.94267476830542,91.5
2,1964.0,105.82530333372601,87.0
3,1965.0,113.14217497583992,104.5
4,1966.0,109.33917083631165,85.0
5,1967.0,112.8530160486995,97.0
6,1968.0,110.56172043010753,100.5
7,1969.0,117.1214095944659,93.0
8,1970.0,115.68961498812244,97.0
9,1971.0,115.89583237815779,106.0
10,1972.0,119.77335304915357,104.5
11,1973.0,110.66548945033053,101.0
12,1974.0,110.59418734438053,104.5
13,1975.0,114.13834573070243,103.5
14,1976.0,107.88182167563411,98.0
15,1977.0,109.68398027021232,99.5
16,1978.0,107.81480297703298,97.0
17,1979.0,111.39139581812717,100.0
18,1980.0,112.35150920683046,103.0
19,1981.0,106.67422351636162,97.0
20,1982.0,105.64782805429863,97.5
21,1983.0,108.0749787880141,100.0
22,1984.0,107.23683964031471,94.0
23,1985.0,109.92337164750957,101.0
24,1986.0,110.26821610779227,103.5
25,1987.0,116.08742949234488,102.0
26,1988.0,110.26819859107682,94.5
27,1989.0,115.21437908496733,98.0
28,1990.0,114.39919944908324,102.0
29,1991.0,109.92283560629166,94.5
30,1992.0,109.90381355932202,94.0
31,1993.0,112.78842727567216,97.0
32,1994.0,114.1969396939694,95.0
33,1995.0,112.63369703840159,99.5
34,1996.0,114.59169924311736,97.5
35,1997.0,115.62625431814445,108.0
36,1998.0,113.14219644116955,96.0
37,1999.0,110.50300726910447,100.0
38,2000.0,114.7724541960521,107.0
39,2001.0,113.21900727359922,98.0
40,2002.0,114.27280325190898,101.5
41,2003.0,112.01291372761803,98.0
42,2004.0,109.26088126730235,99.0
43,2005.0,112.53704632236666,99.0
44,2006.0,112.32919604019798,103.0
45,2007.0,110.76052359353864,98.0
46,2008.0,109.36548109322351,98.0
47,2009.0,115.22494823612143,101.5
48,2010.0,112.34272244671578,88.0
49,2011.0,112.00958359644888,95.0
50,2012.0,107.06756508647598,92.5
51,2013.0,110.01058015147964,94.0
52,2014.0,108.3298188405797,95.0
53,2015.0,112.49774477019987,95.0
54,2016.0,107.97601629082135,92.0
55,2017.0,113.04601497983484,103.5
56,2018.0,105.30284433338232,98.0
57,2019.0,105.32156804951734,95.0
58,2020.0,107.59973911298414,98.0
59,2021.0,109.37519599790934,97.5
60,2022.0,106.60839087675245,92.0
